subnum,trial,trial_type,correct1,correct2,response1,response2,num_correct,both_correct,start_time,complete_time,rt,timestamp
15165,p1,practice,1,3,2,1,1,0,3402,5035,1633,Thu Nov  6 10:01:49 2025
15165,p2,practice,2,3,2,3,2,1,8750,10585,1835,Thu Nov  6 10:01:54 2025
15165,p3,practice,1,4,1,4,2,1,11630,13197,1567,Thu Nov  6 10:01:57 2025
15165,p4,practice,1,3,3,1,2,1,14228,15890,1662,Thu Nov  6 10:01:59 2025
15165,p4,practice,1,3,2,1,1,0,17963,45119,27156,Thu Nov  6 10:02:29 2025
15165,t1,test,1,3,2,1,1,0,45127,55982,10855,Thu Nov  6 10:02:39 2025
15165,t2,test,1,4,2,1,1,0,55996,81297,25301,Thu Nov  6 10:03:05 2025
