subnum,timestamp,KSS,KSSTime,reading,tv,public,passenger,lyingdown,talking,afterlunch,incar,average,totaltime
151616,Sun Nov  2 20:41:53 2025,1,NA,NA,NA,NA,NA,NA,NA,NA6.333
