subNum,trial,stim,wordlength,abstime,type,response,time1,time2,correct,keystrokes,mistakes
311,1,BUTTERFLY,9,21245,1,BUTTERFYL,430,1118,0,9,0
311,2,ABIDE,5,22573,0,ABIDE,762,559,1,5,0
311,3,CONGRESS,8,24894,0,CONGRESS,713,1599,1,10,1
311,4,COTTAGE,7,26587,0,COTTAGE,948,737,1,7,0
311,5,RAPID,5,28312,0,RAPID,717,1002,1,5,0
311,6,EVER,4,29475,0,EVER,667,489,1,4,0
311,7,MOMENT,6,30682,0,MOMENT,594,605,1,6,0
311,8,BUTTERFLY,9,32260,1,BUTTERFLY,559,1008,1,9,0
311,9,BUTTERFLY,9,33947,1,BUTTERFLY,699,977,1,9,0
311,10,AWARE,5,35941,0,AWARE,642,1344,1,7,1
311,11,BUTTERFLY,9,37564,1,BUTTERFLY,639,975,1,9,0
311,12,BUTTERFLY,9,39293,1,BUTTERFLY,729,991,1,9,0
311,13,BUTTERFLY,9,41111,1,BUTTERFLY,819,989,1,9,0
311,14,MAIDEN,6,42628,0,MAIDEN,677,832,1,6,0
311,15,INSPIRE,7,44112,0,INSPIRE,691,786,1,7,0
311,16,BUTTERFLY,9,45903,1,BUTTERFLY,707,1074,1,9,0
311,17,SILVER,6,47329,0,SILVER,752,665,1,6,0
311,18,BUTTERFLY,9,49022,1,BUTTRFLY,618,1066,0,8,0
311,19,BUTTERFLY,9,51096,1,BUTTERFLY,702,1364,1,9,0
311,20,BUTTERFLY,9,53204,1,BUTTERFLY,760,1339,1,9,0
311,21,BUTTERFLY,9,54972,1,BUTTERFLY,587,1176,1,9,0
311,22,BUTTERFLY,9,56740,1,BUTTERFLY,641,1116,1,9,0
311,23,BUTTERFLY,9,58607,1,BUTTERFLY,612,1247,1,9,0
311,24,BUTTERFLY,9,60408,1,BUTTERFLY,711,1079,1,9,0
311,25,ONION,5,61856,0,ONION,684,756,1,5,0
311,26,SCATTER,7,63902,0,SCATTER,815,1222,1,7,0
311,27,BUTTERFLY,9,65667,1,BUTTERFLY,711,1046,1,9,0
311,28,BUTTERFLY,9,67497,1,BUTTERFLY,624,1194,1,9,0
311,29,EARNEST,7,70048,0,EARNEST,723,1821,1,11,2
311,30,BUTTERFLY,9,71695,1,BUTTERFLY,579,1060,1,9,0
311,31,BUTTERFLY,9,74191,1,BUTTERFLY,586,1903,1,11,1
311,32,BUTTERFLY,9,76273,1,BUTTERFLY,664,1407,1,9,0
311,33,CARRY,5,77556,0,CARRY,715,560,1,5,0
311,34,YONDER,6,79112,0,YONDER,793,755,1,6,0
311,35,DECAY,5,80898,0,DECAY,660,1116,1,7,1
311,36,ECHO,4,81948,0,ECHO,585,456,1,4,0
311,37,PARTNER,7,83439,0,PARTNER,681,800,1,7,0
311,38,BUTTERFLY,9,85243,1,BUTTERFLY,623,1171,1,9,0
311,39,DIGEST,6,86955,0,DIGEST,680,1028,1,6,0
311,40,PITCHER,7,88665,0,PITCHER,773,928,1,7,0
