subnum,type,block,congruency,trial,stim,resp,corr,rt,tooslow
15,practice,0,0,1,5,<lshift>,1,2206,0
15,practice,0,1,2,1,<rshift>,0,601,0
15,practice,0,0,3,6,<lshift>,0,749,0
15,practice,0,1,4,3,<rshift>,1,832,0
15,practice,0,-1,5,4,<lshift>,1,726,0
