subnum,timestamp,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
52152,"Sat Nov  1 13:30:04 2025",3,4,4,3,2,2,1,1,3,3,4872,578,377,310,251,219,207,255,201,208
16161,"Sat Nov  1 13:38:07 2025",3,4,5,4,2,1,1,2,3,4,5229,770,600,344,346,366,344,521,371,362
1516516,"Sat Nov  1 13:49:56 2025",3,3,3,3,3,3,3,3,3,3,793,251,185,196,176,195,191,196,329,322,50
1515,"Sat Nov  1 13:50:38 2025",1,5,1,5,1,5,1,5,1,5,1204,602,596,548,533,668,641,690,537,706,0
2151,"Sat Nov  1 13:50:56 2025",5,1,4,1,5,1,5,1,5,1,3712,552,488,791,575,614,545,2531,660,787,97.5
1616,"Sat Nov  1 13:54:25 2025",1,5,1,5,1,5,1,5,1,5,2263,1070,566,692,605,2529,695,611,803,728,0
15156,"Sat Nov  1 13:54:40 2025",5,1,5,1,5,1,5,1,5,1,2330,533,497,517,523,623,510,513,571,745,100
