p1,1,3
p2,2,3
p3,1,4
p4,1,3
t1,1,3
t2,1,4
t3,2,4
t4,2,3
t5,1,3
t6,1,4
t7,2,4
t8,2,3
t9,2,4
t10,1,4
t11,3,4
t12,2,3
t13,1,2
t14,2,4
t15,2,3
t16,1,4
t17,2,4
t18,2,3
t19,1,3
t20,1,4
t21,2,4
t22,2,3
t23,2,4
t24,1,3
