subnum,type,block,congruency,trial,stim,resp,corr,rt,tooslow
btaoeub,practice,0,-1,1,2,left,0,24,0
btaoeub,practice,0,0,2,5,-1,0,3000,1
btaoeub,practice,0,1,3,3,-1,0,3000,1
