subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
1616,PRACTICE,9,9,9,1262,2253,1460,3713,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
1616,PRACTICE,9,14,11,818,1669,2051,3720,1|2|3|4|5|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
1616,13,55,60,55,1674,2414,10990,13404,1|16|31|46|47|48|49|64|65|50|51|52|53|38|39|54|69|84|99|114|113|128|127|112|111|126|141|156|155|170|185|186|171|172|173|174|159|160|161|146|131|130|115|116|117|118|119|134|149|150|165|180|195|210|225,1|16|31|46|47|48|49|64|65|50|51|52|53|38|39|54|69|84|99|114|113|128|127|112|111|126|141|156|155|170|185|186|171|172|173|174|159|160|161|146|131|130|115|116|117|118|119|134|149|150|165|180|195|210|225
1616,PRACTICE,9,9,9,6,834,1294,2128,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
1616,PRACTICE,9,9,9,282,534,1239,1773,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
1616,1,49,79,67,702,1109,14160,15269,1|16|31|32|33|34|35|36|37|52|53|68|83|68|69|70|85|70|71|86|87|102|87|86|71|70|55|70|69|68|83|82|97|96|81|80|79|94|109|108|123|122|137|152|167|168|183|198|213|214|215|200|201|202|187|188|189|190|191|176|177|178|193|194|209|224|225,1|16|31|32|33|34|35|36|37|52|53|68|83|82|97|96|81|80|79|94|109|108|123|122|137|152|167|168|183|198|213|214|215|200|201|202|187|188|189|190|191|176|177|178|193|194|209|224|225
1616,PRACTICE,9,9,9,555,693,1107,1800,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
1616,PRACTICE,9,10,9,348,411,1304,1715,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
