subnum,maze,event,move,pos,x,y,abstime
1616,maze,MOVE,[1, 2],880,435,5834
1616,maze,MOVE,[1, 3],960,435,6020
1616,maze,MOVE,[1, 4],1040,435,6267
1616,maze,MOVE,[2, 4],1040,515,6479
1616,maze,MOVE,[3, 4],1040,595,6671
1616,maze,MOVE,[3, 5],1120,595,6901
1616,maze,MOVE,[4, 5],1120,675,7099
1616,maze,MOVE,[5, 5],1120,755,7292
1616,maze,MOVE,[1, 2],880,435,6603
1616,maze,MOVE,[1, 3],960,435,6811
1616,maze,MOVE,[1, 4],1040,435,6991
1616,maze,MOVE,[1, 5],1120,435,7170
1616,maze,MOVE,[1, 5],1120,435,7231
1616,maze,MOVE,[1, 5],1120,435,7464
1616,maze,MOVE,[1, 4],1040,435,7606
1616,maze,MOVE,[2, 4],1040,515,7731
1616,maze,MOVE,[3, 4],1040,595,7900
1616,maze,MOVE,[3, 4],1040,595,8073
1616,maze,MOVE,[3, 5],1120,595,8234
1616,maze,MOVE,[4, 5],1120,675,8453
1616,maze,MOVE,[5, 5],1120,755,8644
1616,JSON Object,MOVE,[2, 1],773,230,11965
1616,JSON Object,MOVE,[3, 1],773,256,12150
1616,JSON Object,MOVE,[4, 1],773,283,12324
1616,JSON Object,MOVE,[4, 2],800,283,12456
1616,JSON Object,MOVE,[4, 3],826,283,12651
1616,JSON Object,MOVE,[4, 3],826,283,12832
1616,JSON Object,MOVE,[4, 4],853,283,13006
1616,JSON Object,MOVE,[5, 4],853,310,13203
1616,JSON Object,MOVE,[5, 5],880,310,13349
1616,JSON Object,MOVE,[4, 5],880,283,13699
1616,JSON Object,MOVE,[4, 6],906,283,13876
1616,JSON Object,MOVE,[4, 7],933,283,14075
1616,JSON Object,MOVE,[4, 8],959,283,14256
1616,JSON Object,MOVE,[3, 8],959,256,14292
1616,JSON Object,MOVE,[3, 9],986,256,14494
1616,JSON Object,MOVE,[4, 9],986,283,14824
1616,JSON Object,MOVE,[5, 9],986,310,15025
1616,JSON Object,MOVE,[6, 9],986,336,15184
1616,JSON Object,MOVE,[7, 9],986,363,15391
1616,JSON Object,MOVE,[8, 9],986,390,15528
1616,JSON Object,MOVE,[8, 8],959,390,15691
1616,JSON Object,MOVE,[8, 8],959,390,15949
1616,JSON Object,MOVE,[8, 8],959,390,16217
1616,JSON Object,MOVE,[9, 8],959,416,16336
1616,JSON Object,MOVE,[9, 7],933,416,16517
1616,JSON Object,MOVE,[8, 7],933,390,16706
1616,JSON Object,MOVE,[8, 6],906,390,16858
1616,JSON Object,MOVE,[9, 6],906,416,17023
1616,JSON Object,MOVE,[10, 6],906,443,17211
1616,JSON Object,MOVE,[11, 6],906,470,17405
1616,JSON Object,MOVE,[11, 5],880,470,17522
1616,JSON Object,MOVE,[12, 5],880,496,17645
1616,JSON Object,MOVE,[13, 5],880,523,17852
1616,JSON Object,MOVE,[13, 6],906,523,18040
1616,JSON Object,MOVE,[13, 6],906,523,18315
1616,JSON Object,MOVE,[12, 6],906,496,18523
1616,JSON Object,MOVE,[12, 7],933,496,18700
1616,JSON Object,MOVE,[12, 8],959,496,19094
1616,JSON Object,MOVE,[12, 9],986,496,19293
1616,JSON Object,MOVE,[11, 9],986,470,19546
1616,JSON Object,MOVE,[11, 10],1013,470,19699
1616,JSON Object,MOVE,[11, 11],1040,470,19880
1616,JSON Object,MOVE,[11, 11],1040,470,20062
1616,JSON Object,MOVE,[10, 11],1040,443,20175
1616,JSON Object,MOVE,[9, 11],1040,416,20351
1616,JSON Object,MOVE,[9, 10],1013,416,20513
1616,JSON Object,MOVE,[8, 10],1013,390,20629
1616,JSON Object,MOVE,[8, 11],1040,390,20859
1616,JSON Object,MOVE,[8, 12],1066,390,21062
1616,JSON Object,MOVE,[8, 13],1093,390,21216
1616,JSON Object,MOVE,[8, 14],1120,390,21374
1616,JSON Object,MOVE,[9, 14],1120,416,21530
1616,JSON Object,MOVE,[10, 14],1120,443,21743
1616,JSON Object,MOVE,[10, 15],1146,443,21960
1616,JSON Object,MOVE,[11, 15],1146,470,22051
1616,JSON Object,MOVE,[12, 15],1146,496,22242
1616,JSON Object,MOVE,[13, 15],1146,523,22417
1616,JSON Object,MOVE,[14, 15],1146,549,22580
1616,JSON Object,MOVE,[15, 15],1146,576,22947
1616,maze,MOVE,[1, 2],880,435,5142
1616,maze,MOVE,[1, 3],960,435,5338
1616,maze,MOVE,[1, 4],1040,435,5532
1616,maze,MOVE,[2, 4],1040,515,5779
1616,maze,MOVE,[3, 4],1040,595,5964
1616,maze,MOVE,[3, 5],1120,595,6111
1616,maze,MOVE,[4, 5],1120,675,6244
1616,maze,MOVE,[5, 5],1120,755,6433
1616,JSON Object,MOVE,[1, 1],773,203,8955
1616,JSON Object,MOVE,[2, 1],773,230,9393
1616,JSON Object,MOVE,[3, 1],773,256,9699
1616,JSON Object,MOVE,[4, 1],773,283,9989
1616,JSON Object,MOVE,[4, 2],800,283,10262
1616,JSON Object,MOVE,[4, 3],826,283,10442
1616,JSON Object,MOVE,[4, 4],853,283,10606
1616,JSON Object,MOVE,[5, 4],853,310,10785
1616,JSON Object,MOVE,[5, 5],880,310,10959
1616,JSON Object,MOVE,[4, 5],880,283,11120
1616,JSON Object,MOVE,[4, 6],906,283,11308
1616,JSON Object,MOVE,[4, 7],933,283,11487
1616,JSON Object,MOVE,[4, 8],959,283,11681
1616,JSON Object,MOVE,[3, 8],959,256,11818
1616,JSON Object,MOVE,[3, 9],986,256,11974
1616,JSON Object,MOVE,[4, 9],986,283,12147
1616,JSON Object,MOVE,[5, 9],986,310,12338
1616,JSON Object,MOVE,[6, 9],986,336,12581
1616,JSON Object,MOVE,[7, 9],986,363,12786
1616,JSON Object,MOVE,[8, 9],986,390,13004
1616,JSON Object,MOVE,[8, 8],959,390,13156
1616,JSON Object,MOVE,[9, 8],959,416,13294
1616,JSON Object,MOVE,[9, 7],933,416,13424
1616,JSON Object,MOVE,[8, 7],933,390,13750
1616,JSON Object,MOVE,[8, 6],906,390,13878
1616,JSON Object,MOVE,[9, 6],906,416,14025
1616,JSON Object,MOVE,[10, 6],906,443,14216
