subnum,maze,event,move,pos,x,y,abstime
1616,JSON Object,MOVE,[11, 6],906,470,14378
1616,JSON Object,MOVE,[11, 5],880,470,14550
1616,JSON Object,MOVE,[12, 5],880,496,14649
1616,JSON Object,MOVE,[13, 5],880,523,14856
1616,JSON Object,MOVE,[13, 6],906,523,14994
1616,JSON Object,MOVE,[12, 6],906,496,15199
1616,JSON Object,MOVE,[12, 7],933,496,15316
1616,JSON Object,MOVE,[13, 7],933,523,15486
1616,JSON Object,MOVE,[14, 7],933,549,15664
1616,JSON Object,MOVE,[15, 7],933,576,15844
1616,JSON Object,MOVE,[15, 8],959,576,16141
1616,JSON Object,MOVE,[15, 9],986,576,16321
1616,JSON Object,MOVE,[15, 10],1013,576,16482
1616,JSON Object,MOVE,[15, 11],1040,576,16646
1616,maze,MOVE,[1, 2],880,435,4298
1616,maze,MOVE,[1, 3],960,435,4472
1616,maze,MOVE,[1, 4],1040,435,4621
1616,maze,MOVE,[2, 4],1040,515,4763
1616,maze,MOVE,[3, 4],1040,595,4928
1616,maze,MOVE,[3, 5],1120,595,5192
1616,maze,MOVE,[4, 5],1120,675,5366
1616,maze,MOVE,[5, 5],1120,755,5535
1616,JSON Object,MOVE,[2, 1],773,230,6723
1616,JSON Object,MOVE,[3, 1],773,256,6907
1616,JSON Object,MOVE,[3, 2],800,256,7069
1616,JSON Object,MOVE,[3, 3],826,256,7250
1616,JSON Object,MOVE,[3, 4],853,256,7482
1616,JSON Object,MOVE,[3, 5],880,256,7648
1616,JSON Object,MOVE,[3, 6],906,256,8013
1616,JSON Object,MOVE,[3, 7],933,256,8209
1616,JSON Object,MOVE,[3, 7],933,256,8354
1616,JSON Object,MOVE,[4, 7],933,283,8566
1616,JSON Object,MOVE,[4, 8],959,283,8740
1616,JSON Object,MOVE,[5, 8],959,310,8888
1616,JSON Object,MOVE,[6, 8],959,336,9094
1616,JSON Object,MOVE,[5, 8],959,310,9497
1616,JSON Object,MOVE,[5, 9],986,310,9638
1616,JSON Object,MOVE,[5, 10],1013,310,9817
1616,JSON Object,MOVE,[6, 10],1013,336,10020
1616,JSON Object,MOVE,[6, 10],1013,336,10193
1616,JSON Object,MOVE,[5, 10],1013,310,10401
1616,JSON Object,MOVE,[5, 11],1040,310,10569
1616,JSON Object,MOVE,[6, 11],1040,336,10760
1616,JSON Object,MOVE,[6, 12],1066,336,10959
1616,JSON Object,MOVE,[7, 12],1066,363,11163
1616,JSON Object,MOVE,[6, 12],1066,336,11489
1616,JSON Object,MOVE,[6, 11],1040,336,11831
1616,JSON Object,MOVE,[5, 11],1040,310,11969
1616,JSON Object,MOVE,[5, 10],1013,310,12086
1616,JSON Object,MOVE,[4, 10],1013,283,12140
1616,JSON Object,MOVE,[4, 10],1013,283,12253
1616,JSON Object,MOVE,[4, 10],1013,283,12447
1616,JSON Object,MOVE,[4, 10],1013,283,12567
1616,JSON Object,MOVE,[5, 10],1013,310,13024
1616,JSON Object,MOVE,[5, 9],986,310,13195
1616,JSON Object,MOVE,[5, 8],959,310,13403
1616,JSON Object,MOVE,[6, 8],959,336,13541
1616,JSON Object,MOVE,[6, 7],933,336,13692
1616,JSON Object,MOVE,[6, 7],933,336,13893
1616,JSON Object,MOVE,[6, 7],933,336,14066
1616,JSON Object,MOVE,[6, 7],933,336,14245
1616,JSON Object,MOVE,[7, 7],933,363,14670
1616,JSON Object,MOVE,[7, 6],906,363,14790
1616,JSON Object,MOVE,[6, 6],906,336,14998
1616,JSON Object,MOVE,[6, 5],880,336,15159
1616,JSON Object,MOVE,[6, 4],853,336,15381
1616,JSON Object,MOVE,[7, 4],853,363,15549
1616,JSON Object,MOVE,[7, 4],853,363,15674
1616,JSON Object,MOVE,[8, 4],853,390,15765
1616,JSON Object,MOVE,[8, 3],826,390,15872
1616,JSON Object,MOVE,[9, 3],826,416,16069
1616,JSON Object,MOVE,[9, 3],826,416,16276
1616,JSON Object,MOVE,[9, 2],800,416,16427
1616,JSON Object,MOVE,[10, 2],800,443,16531
1616,JSON Object,MOVE,[11, 2],800,470,16763
1616,JSON Object,MOVE,[12, 2],800,496,16928
1616,JSON Object,MOVE,[12, 3],826,496,17080
1616,JSON Object,MOVE,[13, 3],826,523,17217
1616,JSON Object,MOVE,[13, 3],826,523,17380
1616,JSON Object,MOVE,[14, 3],826,549,17460
1616,JSON Object,MOVE,[15, 3],826,576,17608
1616,JSON Object,MOVE,[15, 4],853,576,17761
1616,JSON Object,MOVE,[15, 5],880,576,17937
1616,JSON Object,MOVE,[15, 5],880,576,18126
1616,JSON Object,MOVE,[14, 5],880,549,18278
1616,JSON Object,MOVE,[14, 6],906,549,18438
1616,JSON Object,MOVE,[14, 7],933,549,18604
1616,JSON Object,MOVE,[13, 7],933,523,18739
1616,JSON Object,MOVE,[13, 8],959,523,18907
1616,JSON Object,MOVE,[13, 9],986,523,19069
1616,JSON Object,MOVE,[13, 10],1013,523,19239
1616,JSON Object,MOVE,[13, 11],1040,523,19383
1616,JSON Object,MOVE,[12, 11],1040,496,19526
1616,JSON Object,MOVE,[12, 12],1066,496,19663
1616,JSON Object,MOVE,[12, 13],1093,496,19961
1616,JSON Object,MOVE,[13, 13],1093,523,20176
1616,JSON Object,MOVE,[13, 14],1120,523,20370
1616,JSON Object,MOVE,[14, 14],1120,549,20533
1616,JSON Object,MOVE,[15, 14],1120,576,20712
1616,JSON Object,MOVE,[15, 15],1146,576,20874
1616,maze,MOVE,[1, 2],880,435,5000
1616,maze,MOVE,[1, 3],960,435,5170
1616,maze,MOVE,[1, 4],1040,435,5322
1616,maze,MOVE,[2, 4],1040,515,5458
1616,maze,MOVE,[3, 4],1040,595,5624
1616,maze,MOVE,[3, 5],1120,595,5837
1616,maze,MOVE,[4, 5],1120,675,5947
1616,maze,MOVE,[5, 5],1120,755,6105
1616,maze,MOVE,[1, 2],880,435,4152
1616,maze,MOVE,[1, 3],960,435,4402
1616,maze,MOVE,[1, 4],1040,435,4571
1616,maze,MOVE,[2, 4],1040,515,4702
1616,maze,MOVE,[3, 4],1040,595,4880
1616,maze,MOVE,[3, 4],1040,595,5031
1616,maze,MOVE,[3, 5],1120,595,5168
1616,maze,MOVE,[4, 5],1120,675,5306
1616,maze,MOVE,[5, 5],1120,755,5453
1616,JSON Object,MOVE,[2, 1],773,230,6736
1616,JSON Object,MOVE,[2, 1],773,230,6860
