subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
12161,PRACTICE,9,10,9,320,880,1283,2163,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
