subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
euaeou,1,1,7478,2500,2500,266,NO_RESPONSE,response
euaeou,1,2,10244,750,751,373,NO_RESPONSE,response
euaeou,1,3,11369,2250,2250,592,NO_RESPONSE,response
