sub,timestamp,response,duration,errors,congruence_errors,random_errors,too_slows,RTC,RTI,RTN,AccC,AccI,AccN
test,Sun Nov  2 22:27:31 2025,keyboard,552242,3,1,2,0,761.979,1358.25,889.104,0.979167,0.979167,0.979167
