subnum,maze,event,move,pos,x,y,abstime
11616,maze,MOVE,[1, 2],880,435,3479
11616,maze,MOVE,[1, 3],960,435,3654
11616,maze,MOVE,[1, 4],1040,435,3810
11616,maze,MOVE,[2, 4],1040,515,3910
11616,maze,MOVE,[3, 4],1040,595,4088
11616,maze,MOVE,[3, 5],1120,595,4226
11616,maze,MOVE,[4, 5],1120,675,4331
11616,maze,MOVE,[5, 5],1120,755,4525
11616,JSON Object,MOVE,[1, 2],800,203,8361
11616,JSON Object,MOVE,[1, 3],826,203,8573
11616,JSON Object,MOVE,[2, 3],826,230,8892
11616,JSON Object,MOVE,[2, 4],853,230,12253
11616,JSON Object,MOVE,[3, 4],853,256,12760
11616,JSON Object,MOVE,[4, 4],853,283,12957
11616,JSON Object,MOVE,[4, 5],880,283,13697
11616,JSON Object,MOVE,[3, 5],880,256,13946
11616,JSON Object,MOVE,[3, 6],906,256,14194
11616,JSON Object,MOVE,[3, 5],880,256,24971
11616,JSON Object,MOVE,[4, 5],880,283,25356
11616,JSON Object,MOVE,[4, 4],853,283,25509
11616,JSON Object,MOVE,[5, 4],853,310,25719
11616,JSON Object,MOVE,[5, 3],826,310,25906
11616,JSON Object,MOVE,[6, 3],826,336,26013
11616,JSON Object,MOVE,[7, 3],826,363,26208
11616,JSON Object,MOVE,[8, 3],826,390,26375
11616,JSON Object,MOVE,[8, 4],853,390,26523
11616,JSON Object,MOVE,[9, 4],853,416,26642
11616,JSON Object,MOVE,[9, 5],880,416,26905
11616,JSON Object,MOVE,[9, 5],880,416,27089
11616,JSON Object,MOVE,[9, 6],906,416,27325
11616,JSON Object,MOVE,[9, 6],906,416,27520
11616,JSON Object,MOVE,[8, 6],906,390,27676
11616,JSON Object,MOVE,[8, 7],933,390,27897
11616,JSON Object,MOVE,[8, 7],933,390,28176
11616,JSON Object,MOVE,[9, 7],933,416,28351
11616,JSON Object,MOVE,[9, 8],959,416,28539
11616,JSON Object,MOVE,[8, 8],959,390,28674
11616,JSON Object,MOVE,[7, 8],959,363,28861
11616,JSON Object,MOVE,[7, 9],986,363,29033
11616,JSON Object,MOVE,[8, 9],986,390,29178
11616,JSON Object,MOVE,[9, 9],986,416,29359
11616,JSON Object,MOVE,[10, 9],986,443,29527
11616,JSON Object,MOVE,[10, 10],1013,443,29674
11616,JSON Object,MOVE,[11, 10],1013,470,29781
11616,JSON Object,MOVE,[11, 9],986,470,30121
11616,JSON Object,MOVE,[12, 9],986,496,30341
11616,JSON Object,MOVE,[12, 8],959,496,30560
11616,JSON Object,MOVE,[11, 8],959,470,30907
11616,JSON Object,MOVE,[12, 8],959,496,31901
11616,JSON Object,MOVE,[11, 8],959,470,37410
11616,JSON Object,MOVE,[11, 8],959,470,37613
11616,JSON Object,MOVE,[11, 8],959,470,37807
11616,JSON Object,MOVE,[12, 8],959,496,38203
11616,JSON Object,MOVE,[12, 9],986,496,38369
11616,JSON Object,MOVE,[11, 9],986,470,38573
11616,JSON Object,MOVE,[11, 10],1013,470,38789
11616,JSON Object,MOVE,[10, 10],1013,443,39010
11616,JSON Object,MOVE,[10, 9],986,443,39175
11616,JSON Object,MOVE,[9, 9],986,416,39372
11616,JSON Object,MOVE,[8, 9],986,390,39554
11616,JSON Object,MOVE,[7, 9],986,363,39725
11616,JSON Object,MOVE,[6, 9],986,336,39895
11616,JSON Object,MOVE,[5, 9],986,310,40066
11616,JSON Object,MOVE,[5, 10],1013,310,40259
11616,JSON Object,MOVE,[5, 11],1040,310,40437
11616,JSON Object,MOVE,[5, 12],1066,310,40715
11616,JSON Object,MOVE,[6, 12],1066,336,40998
11616,JSON Object,MOVE,[7, 12],1066,363,41178
11616,JSON Object,MOVE,[8, 12],1066,390,41350
11616,JSON Object,MOVE,[8, 11],1040,390,41753
11616,JSON Object,MOVE,[9, 11],1040,416,41829
11616,JSON Object,MOVE,[9, 12],1066,416,42091
11616,JSON Object,MOVE,[10, 12],1066,443,42235
11616,JSON Object,MOVE,[11, 12],1066,470,42422
11616,JSON Object,MOVE,[11, 12],1066,470,42690
11616,JSON Object,MOVE,[12, 12],1066,496,42825
11616,JSON Object,MOVE,[12, 13],1093,496,43000
11616,JSON Object,MOVE,[13, 13],1093,523,43136
11616,JSON Object,MOVE,[14, 13],1093,549,43327
11616,JSON Object,MOVE,[14, 12],1066,549,43480
11616,JSON Object,MOVE,[14, 12],1066,549,43620
11616,JSON Object,MOVE,[14, 12],1066,549,43902
11616,JSON Object,MOVE,[14, 11],1040,549,43965
11616,JSON Object,MOVE,[15, 11],1040,576,44146
11616,JSON Object,MOVE,[15, 12],1066,576,44306
11616,JSON Object,MOVE,[15, 13],1093,576,44502
11616,JSON Object,MOVE,[15, 14],1120,576,44667
11616,JSON Object,MOVE,[15, 15],1146,576,44822
11616,JSON Object,MOVE,[1, 2],800,203,113255
11616,JSON Object,MOVE,[1, 3],826,203,113448
11616,JSON Object,MOVE,[2, 3],826,230,113617
11616,JSON Object,MOVE,[2, 4],853,230,113785
11616,JSON Object,MOVE,[2, 5],880,230,113988
11616,JSON Object,MOVE,[2, 6],906,230,114180
11616,JSON Object,MOVE,[3, 6],906,256,114382
11616,JSON Object,MOVE,[3, 6],906,256,115884
11616,JSON Object,MOVE,[3, 5],880,256,115981
11616,JSON Object,MOVE,[4, 5],880,283,116296
11616,JSON Object,MOVE,[5, 5],880,310,116486
11616,JSON Object,MOVE,[5, 6],906,310,116689
11616,JSON Object,MOVE,[5, 7],933,310,116872
11616,JSON Object,MOVE,[5, 8],959,310,117039
11616,JSON Object,MOVE,[5, 9],986,310,117204
11616,JSON Object,MOVE,[6, 9],986,336,117415
11616,JSON Object,MOVE,[7, 9],986,363,117637
11616,JSON Object,MOVE,[7, 10],1013,363,117897
11616,JSON Object,MOVE,[8, 10],1013,390,118056
11616,JSON Object,MOVE,[8, 9],986,390,118191
11616,JSON Object,MOVE,[9, 9],986,416,118405
11616,JSON Object,MOVE,[9, 10],1013,416,119414
11616,JSON Object,MOVE,[9, 11],1040,416,119598
11616,JSON Object,MOVE,[9, 12],1066,416,119760
11616,JSON Object,MOVE,[9, 12],1066,416,119952
11616,JSON Object,MOVE,[8, 12],1066,390,120063
11616,JSON Object,MOVE,[8, 13],1093,390,120224
11616,JSON Object,MOVE,[9, 13],1093,416,120463
11616,JSON Object,MOVE,[10, 13],1093,443,120668
11616,JSON Object,MOVE,[10, 14],1120,443,120825
11616,JSON Object,MOVE,[11, 14],1120,470,120929
11616,JSON Object,MOVE,[11, 15],1146,470,121346
11616,JSON Object,MOVE,[12, 15],1146,496,121479
11616,JSON Object,MOVE,[13, 15],1146,523,121666
11616,JSON Object,MOVE,[14, 15],1146,549,121842
11616,JSON Object,MOVE,[15, 15],1146,576,122017
11616,JSON Object,MOVE,[1, 2],800,203,124743
11616,JSON Object,MOVE,[1, 1],773,203,125904
11616,JSON Object,MOVE,[2, 1],773,230,126104
11616,JSON Object,MOVE,[3, 1],773,256,126307
11616,JSON Object,MOVE,[4, 1],773,283,126467
11616,JSON Object,MOVE,[5, 1],773,310,126641
11616,JSON Object,MOVE,[5, 2],800,310,126836
11616,JSON Object,MOVE,[5, 3],826,310,127019
11616,JSON Object,MOVE,[5, 4],853,310,127191
11616,JSON Object,MOVE,[6, 4],853,336,127611
11616,JSON Object,MOVE,[7, 4],853,363,127800
11616,JSON Object,MOVE,[8, 4],853,390,127968
11616,JSON Object,MOVE,[8, 5],880,390,128162
11616,JSON Object,MOVE,[8, 6],906,390,128347
11616,JSON Object,MOVE,[8, 7],933,390,128518
11616,JSON Object,MOVE,[8, 8],959,390,129248
11616,JSON Object,MOVE,[9, 8],959,416,129410
11616,JSON Object,MOVE,[9, 9],986,416,129634
11616,JSON Object,MOVE,[10, 9],986,443,129787
11616,JSON Object,MOVE,[11, 9],986,470,129994
11616,JSON Object,MOVE,[10, 9],986,443,131140
11616,JSON Object,MOVE,[10, 10],1013,443,131374
11616,JSON Object,MOVE,[10, 11],1040,443,131560
11616,JSON Object,MOVE,[10, 12],1066,443,131940
11616,JSON Object,MOVE,[9, 12],1066,416,132086
11616,JSON Object,MOVE,[9, 13],1093,416,132380
11616,JSON Object,MOVE,[9, 14],1120,416,132582
11616,JSON Object,MOVE,[9, 13],1093,416,132869
