subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
11616,PRACTICE,9,9,9,558,689,1048,1737,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
11616,10,47,81,73,2600,2867,36463,39330,1|2|3|18|19|34|49|50|35|36|35|50|49|64|63|78|93|108|109|124|125|126|111|112|127|128|113|98|99|114|129|144|145|160|159|174|173|158|173|158|173|174|159|160|145|144|129|114|99|84|69|70|71|72|87|102|117|116|131|132|147|162|177|178|193|208|207|206|221|222|223|224|225,1|2|3|18|19|34|49|64|63|78|93|108|109|124|125|126|111|112|127|128|113|98|99|84|69|70|71|72|87|102|117|116|131|132|147|162|177|178|193|208|207|206|221|222|223|224|225
11616,2,35,37,35,66973,67482,8769,76251,1|2|3|18|19|20|21|36|35|50|65|66|67|68|69|84|99|100|115|114|129|130|131|132|117|118|133|148|149|164|165|180|195|210|225,1|2|3|18|19|20|21|36|35|50|65|66|67|68|69|84|99|100|115|114|129|130|131|132|117|118|133|148|149|164|165|180|195|210|225
11616,17,35,63,55,1394,1727,15106,16833,1|2|1|16|31|46|61|62|63|64|79|94|109|110|111|112|113|128|129|144|159|144|145|146|147|132|133|134|133|132|147|146|145|144|143|158|143|144|159|160|175|176|191|190|205|220|221|222|207|208|209|194|195|210|225,1|16|31|46|61|62|63|64|79|94|109|110|111|112|113|128|129|144|159|160|175|176|191|190|205|220|221|222|207|208|209|194|195|210|225
11616,19,45,47,45,1281,1442,11077,12519,1|2|3|18|33|48|47|62|77|92|93|108|109|94|95|96|81|82|97|98|113|112|127|142|141|156|171|186|201|202|203|188|189|190|205|206|221|222|207|192|193|208|209|210|225,1|2|3|18|33|48|47|62|77|92|93|108|109|94|95|96|81|82|97|98|113|112|127|142|141|156|171|186|201|202|203|188|189|190|205|206|221|222|207|192|193|208|209|210|225
11616,24,49,135,117,3207,3465,38642,42107,1|2|17|18|17|16|31|46|61|76|91|106|121|122|123|138|139|138|153|154|169|168|183|182|197|212|197|198|213|214|199|200|201|216|217|202|217|216|201|200|199|214|213|198|197|182|167|182|183|168|169|184|169|154|153|138|123|122|107|122|121|106|91|76|61|46|31|16|17|18|19|20|21|6|7|22|23|24|25|40|41|42|41|56|57|72|71|86|101|100|99|84|69|54|53|52|67|82|97|112|127|128|113|114|129|130|145|160|161|162|177|192|193|194|209|210|225,1|2|17|18|19|20|21|6|7|22|23|24|25|40|41|56|57|72|71|86|101|100|99|84|69|54|53|52|67|82|97|112|127|128|113|114|129|130|145|160|161|162|177|192|193|194|209|210|225
