subid,abstime,trial,edits,deletes,edges,drawtime,standard,drawndiagram
ART1984,234976,4,35,1,17,71038,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|106;115|115;295|295;286|293;113|233;226|226;166|166;173|115;158|158;178|178;156|156;256|256;238|238;258|258;295
ART1984,278662,5,15,0,9,42372,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|272;72|268;68|184;190|232;64|157;73
ART1984,332338,6,39,0,21,52349,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|184;228|228;188|188;145|145;85|145;109|109;49|109;91|91;112|112;130|130;109|109;149|149;170|170;130|112;192|192;228|188;170
ART1984,386177,7,45,4,14,52049,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|186;168|168;106|106;128|128;168|128;110|110;88|124;224|224;246|246;186|246;210|210;110
ART1984,446235,8,37,1,16,58753,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;213|213;173|173;191|191;151|151;169|151;128|128;110|110;89|89;125|110;150|173;172|172;171
ART1984,506301,9,41,5,11,58383,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|166;210|166;246|246;290|290;210|290;272|272;232|232;214|214;174
ART1984,588904,10,43,0,21,81099,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|171;193|193;211|211;167|193;213|213;231|231;211|231;209|209;249|249;271|271;291|291;247|247;167|249;231|291;255|255;235|235;271|235;213|153;193
RBB0314,102536,1,29,2,12,53837,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|333;332|332;256|236;226|229;228|228;76|190;70|136;156|156;146
RBB0314,216188,2,59,5,17,109540,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|304;124|133;90|133;313|273;264|267;127|127;130|130;270|304;313|304;366|367;326|366;367|326;331|370;331|371;370|313;371
RBB0314,300271,3,29,0,16,77285,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|67;150|150;153|153;74|74;76|76;136|136;215|188;308|308;310|310;211|211;233|233;333|333;335|335;215
RBB0314,414369,4,43,2,17,108464,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|286;296|106;116|116;296|294;114|234;226|226;166|166;174|296;259|116;159|159;179|179;157|157;257|259;239|239;257
RBB0314,487382,5,19,0,10,69716,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|77;68|68;268|72;272|232;64|190;184|73;157
RBB0314,639363,6,139,19,25,148226,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;85|85;145|145;109|109;49|84;184|184;228|228;188|188;145|188;170|170;130|130;109|109;149|149;170|109;110|191;228|130;111|110;91|91;112|112;111|191;192|192;112
RBB0314,688623,7,27,0,15,37007,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|124;224|224;246|246;186|88;110|110;210|210;246|186;168|168;128|128;106|106;168|168;128|128;110
RBB0314,754118,8,29,0,16,60212,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;213|213;173|173;191|191;151|151;169|151;128|125;89|89;110|110;128|110;150|125;205|205;249|172;171|172;173
RBB0314,918323,9,84,17,6,162732,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|210;174|130;166|166;210|166;266|174;214
RBB0314,1082338,10,60,5,18,151119,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;189|189;209|209;173|173;153|209;165|85;165|85;49|85;129|129;111|111;89|89;71|71;49|71;91|91;131|129;149|149;126
hog9915,134081,1,27,2,9,60311,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|332;256|236;226|228;76|190;70|146;156
hog9915,201787,2,31,0,17,61960,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|313;133|133;90|304;313|273;264|267;127|127;130|130;270
hog9915,278149,3,33,0,16,71238,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136|136;76|76;74|74;153|153;150|150;67
hog9915,345207,4,31,0,17,64816,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;296|296;259|259;239|239;257|257;157|157;179|179;159|159;116|116;106|106;164|296;116|114;294|234;226|226;166|166;174
hog9915,404542,5,23,2,9,56297,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|157;73|72;272|268;68|232;64|184;190
hog9915,459018,6,39,0,21,47691,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|184;228|228;192|192;112|112;130|130;170|170;149|149;109|109;130|170;188|188;228|188;145|145;85|145;109|109;49|109;91|91;112
hog9915,515281,7,33,1,14,53110,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;224|224;246|246;186|186;124|106;168|168;186|168;128|128;106|88;110|110;128|246;210|210;110
hog9915,589349,8,29,0,16,52998,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;213|213;173|173;191|191;151|169;151|125;89|89;110|110;128|128;151|110;150|173;172|172;171|249;205|125;205
hog9915,686478,9,23,0,13,95274,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;209|210;209|209;165|165;130|209;289|289;245|245;165|289;271|271;231|231;214|214;174
hog9915,822459,10,91,12,21,126572,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;231|231;209|209;249|271;249|271;291|291;247|247;167|153;171|171;193|193;211|231;213|213;193|193;153|291;255|255;235|235;271|249;231|235;213
RTJ4444,62205,1,15,0,9,40510,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|332;256|236;226|228;76|190;70|146;156
RTJ4444,177140,2,51,2,19,110241,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|124;264|304;264|264;273|304;313|313;273|273;133|90;133|127;130|130;270|127;267|366;304|367;366|367;326|331;326|313;371|371;370|331;370
RTJ4444,246738,3,33,0,16,67333,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|124;188|188;308|308;310|310;211|211;233|233;333|335;333|335;215|156;215|156;76|76;74|74;173|173;170|170;67
RTJ4444,387315,4,55,4,20,135903,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|106;115|115;113|113;293|286;293|293;295|295;115|115;158|158;178|295;258|258;238|238;256|256;156|156;178|233;227|226;227|226;166|166;173
RTJ4444,473494,5,17,0,9,79269,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;277|277;264|64;232|272;72|68;268|184;190|73;157
RTJ4444,587064,6,71,7,21,110985,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|184;228|228;188|188;145|145;85|145;109|109;49|91;109|91;112|112;130|130;109|109;149|149;170|170;130|170;188|228;192|192;112
RTJ4444,635994,7,27,0,14,45912,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;128|128;110|110;88|106;168|168;128|168;186|186;124|124;224|246;224|246;186|246;210|210;110
RTJ4444,798110,8,73,7,15,154972,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|213;249|249;205|205;125|169;151|151;191|191;173|213;173|173;172|172;171|151;128|128;110|110;89|89;125
RTJ4444,869435,9,19,0,11,66599,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;166|166;130|210;290|246;166|246;290|290;272|272;232|232;214|214;174
RTJ4444,1035526,10,49,2,20,163630,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;213|213;193|187;167|231;209|209;249|249;271|271;291|291;247|247;187|291;255|271;235|255;235|235;213
AGP-5554,96291,1,21,1,10,64199,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;306|326;306|326;336|226;236|228;76|70;190|146;156|256;332
AGP-5554,228256,2,43,1,19,127718,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|264;124|273;133|264;273|267;127|130;270|127;130|304;264|313;304|313;273|313;371|371;370|370;331|331;326|367;326|366;367|366;304
AGP-5554,334004,3,29,0,16,102789,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|150;153|153;74|74;76|76;136|136;215|215;335|335;333|333;233|233;211|211;310|310;308|308;188|188;124
AGP-5554,486228,4,37,0,20,119066,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|106;113|286;293|293;113|173;166|166;226|226;233|293;295|295;115|115;113|115;158|158;178|178;156|156;236|256;236|295;258|238;258|238;256
AGP-5554,598603,5,31,0,12,95784,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|268;148|148;68|72;192|192;272|74;73|73;157|232;64|190;184
AGP-5554,754001,6,104,15,13,150563,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|84;85|84;48|84;184|189;145|145;85|145;109|49;169|169;190|150;190|229;228|188;228
AGP-5554,818059,7,25,0,14,59680,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;128|128;110|88;110|106;168|128;168|110;210|210;246|246;224|224;124|124;186|186;168|186;246
AGP-5554,902657,8,33,1,16,75839,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|205;249|205;125|249;213|213;173|173;191|191;151|169;151|151;128|128;110|89;110|89;125|110;150|173;172|172;171
AGP-5554,1000355,9,19,0,11,62874,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;166|166;130|166;246|246;290|210;290|290;272|272;232|232;214|214;174
AGP-5554,1203848,10,44,1,21,157911,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;213|193;213|209;231|209;269|269;291|311;291|311;267|267;167|291;255|255;275|311;275|269;233|233;255|153;233
bos7095,106759,1,33,3,9,85379,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|256;332|226;236|228;76|190;70|146;156
bos7095,263394,2,86,9,22,154760,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|264;124|90;133|264;273|273;133|127;129|129;130|130;270|267;127|264;304|304;313|313;273|366;304|366;367|367;326|326;331|332;331|331;332|332;371|371;372|372;313
bos7095,378393,3,55,5,16,113032,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|188;124|188;308|308;310|310;211|211;233|233;333|333;335|335;215|215;136|136;76|76;74|74;153|67;150|150;153
bos7095,537086,4,80,14,14,157208,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;293|164;106|106;113|113;293|293;295|295;115|115;113|166;226|226;233|173;166|158;138|158;156
bos7095,674247,5,21,1,9,134707,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|277;77|272;72|68;268|190;184|64;232|73;157
bos7095,763710,6,55,2,21,86307,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|184;185|85;145|188;145|185;228|228;188|188;170|170;130|130;112|112;91|91;109|109;130|109;149|149;170|49;109|112;192|192;228
bos7095,819986,7,37,2,14,53121,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|106;168|168;186|106;128|128;168|128;110|88;110|110;210|210;246|246;186|124;224|224;246
bos7095,912087,8,52,5,16,86483,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|249;213|213;173|173;191|191;151|151;169|173;172|172;171|151;128|125;89|89;110|110;128|110;150
bos7095,977496,9,21,0,11,62223,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|210;290|272;290|272;232|232;214|214;174|130;166|166;210|166;246|246;290
bos7095,1069529,10,43,1,20,87280,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|209;249|249;271|291;271|291;247|247;167|291;255|235;271|235;255|235;213|193;213|213;231|153;193
JAD2990,87835,1,15,0,9,59722,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;326|326;336|332;256|236;226|228;76|156;146|70;190
JAD2990,177393,2,35,0,19,80392,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|124;264|133;273|264;273|264;304|273;313|313;304|267;127|127;130|130;270|304;366|366;367|371;313|371;370|370;331|367;326|326;331
JAD2990,260780,3,29,0,16,75145,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|150;153|153;74|74;76|76;136|136;215|215;335|335;333|333;233|233;211|211;310|310;308|308;188|188;124
JAD2990,427516,4,39,0,16,154452,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|166;226|286;292|292;112|112;106|112;114|114;294|292;294|170;172|170;166|226;232|114;157|157;155|255;155
JAD2990,517150,5,25,1,12,85847,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;277|277;264|184;188|188;268|188;68|74;73|73;157|72;272|64;232|188;190
JAD2990,584583,6,43,0,22,64023,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;184|184;228|228;188|188;145|145;85|145;109|109;49|188;170|170;149|149;109|170;130|130;109|109;91|91;112|112;130|112;152|152;192|192;228
JAD2990,631546,7,35,2,15,44803,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|124;186|186;168|168;106|88;110|110;128|128;106|128;168|150;110|110;210|210;246|246;186|124;224|224;246
JAD2990,763441,8,57,5,17,126107,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|125;205|205;249|169;151|107;125|213;249|213;173|173;191|191;151|173;172|172;171|151;128|128;110|110;89|89;107|110;150
JAD2990,911651,9,105,20,13,142716,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|130;166|166;165|210;209|174;214|214;231|231;291|209;309|309;291|309;265|265;165|165;209
JAD2990,1043816,10,51,1,24,128110,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|171;193|167;211|211;193|211;231|231;209|231;213|213;193|209;269|167;247|153;193|247;267|267;289|269;291|291;311|289;311|269;233|233;213|291;255|255;233|255;275|275;311
JMS1741,170046,1,120,1,56,151255,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;76|76;66|66;76|336;76|66;67|67;68|95;114|152;171|190;152|114;152|95;76|190;209|209;228|66;86|106;126|126;146|146;166|166;186|206;186|206;226|226;227|227;228|106;86|146;147|148;149|147;148|149;150|150;151|151;152|150;170|170;190|150;130|130;110|110;90|90;70|153;154|154;155|155;156|153;152|228;229|229;230|230;231|231;232|232;233|233;234|234;235|235;236|326;306|306;286|266;286|266;246|246;226|326;327|327;328
JMS1741,298626,2,127,2,58,124625,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;111|111;132|152;172|172;192|192;212|232;212|232;252|252;272|124;144|144;164|164;184|184;204|204;224|224;244|244;264|132;152|264;265|265;266|266;267|267;268|268;269|269;270|270;271|271;272|264;285|285;306|272;291|291;310|306;307|310;309|309;290|307;286|286;287|287;288|288;289|289;290|224;225|225;226|226;227|227;228|228;229|229;230|230;231|231;232|227;207|187;207|187;167|147;167|127;147|127;128|128;129|129;149|149;169|169;189|189;209|209;229
JMS1741,455129,3,105,3,41,151380,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|88;67|88;109|109;130|130;131|131;132|132;133|145;124|145;166|187;166|187;208|208;228|228;248|248;268|268;288|288;289|289;290|290;270|270;250|250;230|230;210|210;231|231;252|252;272|272;292|292;312|312;332|332;333|333;334|334;254|254;234|234;214|214;156|156;76|56;76|56;55|114;133|114;94|74;94|74;55
JMS1741,615588,4,46,4,14,155021,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|106;164|294;286|106;114|292;112|114;294|172;167|167;166|166;226|226;232|257;294|237;257|237;255
JMS1741,804308,5,15,0,9,96591,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|77;277|272;72|268;68|184;190|64;232|73;157
JMS1741,917938,6,68,5,25,109496,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|84;164|164;208|208;172|112;172|91;112|109;91|109;130|130;112|130;170|109;149|170;188|145;188|149;170|85;145|109;49|145;109|164;184|184;228|228;192|172;192|188;228
JMS1741,982043,7,31,1,14,60659,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|106;128|128;110|88;110|128;168|168;186|186;246|210;110|246;210|106;168|124;186|124;224|224;246
JMS1741,1056246,8,29,0,16,72002,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|169;151|128;151|128;110|110;89|89;125|125;205|205;249|151;191|191;173|173;213|249;213|172;173|171;172|110;150
JMS1741,3513745,9,21,0,12,80215,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|166;210|166;130|210;166|246;166|210;290|290;246|290;272|232;272|232;214|214;174
JMS1741,3669459,10,63,5,22,150529,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|171;153|171;193|193;211|167;211|211;231|231;213|193;213|167;247|209;231|209;249|249;271|271;291|247;291|271;253|249;231|253;235|235;213|291;255|235;255|153;193
alx1234,171104,1,71,3,19,116298,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,86;106|106;166|66;186|186;326|326;336|336;256|256;332|332;326|326;226|236;226|226;228|228;76|76;70|70;190|190;152|156;146|74;72|76;256|70;66
alx1234,262555,2,59,0,21,86825,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|90;133|133;313|313;304|304;124|366;304|304;366|366;367|367;326|326;331|331;370|370;371|371;313|313;273|273;264|264;267|267;127|130;127|127;130|130;270
alx1234,416900,3,58,5,17,152360,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|67;150|150;153|153;74|76;74|76;136|136;215|215;335|335;333|333;253|231;310|310;308|308;208|124;188|188;208|231;304
alx1234,522451,4,39,0,20,98556,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|164;106|106;109|109;112|112;115|113;293|295;115|156;256|256;238|156;178|115;158|295;258|258;238|178;158|295;293|293;286|226;233|166;226|166;173
alx1234,591930,5,21,0,10,62504,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|77;277|264;277|68;268|272;72|73;157|232;64|64;190|190;184
alx1234,660113,6,51,2,23,61659,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|49;109|109;91|91;112|112;130|130;109|109;149|149;170|170;130|112;152|152;192|192;210|210;228|228;188|188;170|188;145|145;109|85;145|228;184|184;84
alx1234,699855,7,27,0,15,36131,124;106|106;88|88;110|110;128|128;106|128;168|168;106|168;186|186;124|124;224|224;246|246;186|110;210|210;246,124;106|106;88|88;110|110;128|128;106|106;128|128;168|168;106|186;124|186;168|186;246|246;210|210;110|124;224|224;246
alx1234,755406,8,29,0,16,53683,125;169|249;169|249;205|205;125|249;213|213;173|173;191|191;151|151;169|173;172|172;171|125;89|89;110|110;128|151;128|110;150,125;169|249;169|249;205|125;205|125;89|89;110|110;128|128;151|151;169|151;191|191;173|173;213|213;249|173;172|172;171|110;150
alx1234,863120,9,73,10,14,105503,174;130|174;210|210;166|166;130|210;290|290;246|246;166|272;290|272;232|232;214|214;174,174;130|174;210|174;209|209;165|165;130|130;165|165;245|245;289|289;209|209;289|214;174|214;231|231;271|271;289
alx1234,1032620,10,55,1,23,145105,131;153|131;167|167;211|211;193|193;171|171;153|211;231|231;209|167;247|247;291|291;271|271;249|249;209|153;213|213;249|213;235|235;271|235;255|255;291,131;153|131;167|153;171|171;153|171;193|193;211|211;167|211;231|231;213|213;193|231;209|167;207|207;247|247;269|269;291|291;271|271;249|249;209|291;255|271;235|235;255|235;213|153;213
Slo9722,118833,1,25,0,13,94493,66;76|76;336|336;326|326;66|70;190|228;76|226;236|256;332|146;156,66;76|76;336|66;126|86;146|149;146|156;149|150;70|150;190|326;146|336;326|226;236|256;332|228;76
Slo9722,245687,2,41,1,19,123351,124;87|87;90|90;133|133;273|124;264|264;273|267;127|127;130|130;270|273;313|313;304|304;264|304;366|313;371|371;370|370;331|331;326|326;367|367;366,124;87|87;90|133;90|127;130|270;267|127;267|270;130|270;273|267;264|124;304|133;313|304;313|366;304|371;313|370;371|366;367|367;326|331;326|370;331
Slo9722,360837,3,29,0,16,108152,124;64|64;67|67;150|150;153|153;74|74;76|76;136|124;188|188;308|136;215|215;335|335;333|333;233|233;211|211;310|308;310,124;64|64;67|150;67|150;153|74;153|74;76|76;136|136;215|215;335|333;335|333;233|233;211|310;211|310;308|188;308|188;124
Slo9722,533638,4,50,4,17,150464,224;286|224;164|164;106|106;113|113;293|293;286|233;226|226;166|166;173|295;293|295;115|115;113|156;256|238;256|178;156|178;158|158;115|238;258|258;295,224;286|224;164|286;293|106;164|106;113|113;115|113;293|293;295|115;295|256;156|158;115|258;295|258;238|158;178|178;156|256;238|253;247
Slo9722,590577,5,15,0,9,54735,264;64|64;77|77;277|277;264|268;68|272;72|64;232|184;190|73;157,264;64|64;77|264;277|77;277|268;68|272;72|232;64|190;184|157;73
Slo9722,693208,6,43,1,21,98282,48;49|49;85|85;84|84;48|49;109|109;145|145;85|130;109|109;91|91;112|112;130|145;188|184;84|228;184|188;228|170;130|170;188|112;192|192;228|149;170|149;109,48;49|49;85|48;84|84;85|184;84|184;228|188;228|85;145|145;188|188;170|170;130|130;112|112;192|192;228|170;149|109;149|109;130|109;91|91;112|49;109|145;109
