subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
oeuaeu,1,1,2075,250,250,0,NO_RESPONSE,<timeout>
oeuaeu,1,2,2325,2000,2001,0,NO_RESPONSE,<timeout>
oeuaeu,1,3,4327,500,500,0,NO_RESPONSE,<timeout>
oeuaeu,1,4,4827,2250,2251,0,NO_RESPONSE,<timeout>
oeuaeu,1,5,7079,500,500,0,NO_RESPONSE,<timeout>
oeuaeu,1,6,7579,1000,1001,0,NO_RESPONSE,<timeout>
