subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
etuheoa,1,1,10426,2000,1614,3886,response,response
etuheoa,1,2,16314,250,403,614,NO_RESPONSE,response
etuheoa,1,3,17332,2500,1215,606,response,response
etuheoa,1,4,20439,2250,814,5591,response,response
etuheoa,1,5,28281,1750,1917,380,NO_RESPONSE,response
etuheoa,1,6,30579,1250,1368,78,NO_RESPONSE,response
