subnum,type,block,congruency,trial,stim,resp,corr,rt,tooslow
aotuesh,practice,0,1,1,1,right,0,1780,0
aotuesh,practice,0,0,2,5,left,1,207,0
aotuesh,practice,0,-1,3,4,left,1,650,0
aotuesh,practice,0,0,4,6,left,0,1328,0
