subnum,trial,ticker,sec,skip,resp,corr,starttime,rt,curtime
eoaueoa,1,1,1,0,1,0,3024,574,3449
eoaueoa,2,2,2,0,1,0,4004,155,4449
eoaueoa,3,3,3,0,1,0,4881,32,5449
eoaueoa,4,4,4,0,0,1,6449,600,6449
eoaueoa,5,5,5,0,0,1,7449,600,7449
eoaueoa,6,6,6,0,0,1,8449,600,8449
eoaueoa,7,8,8,1,1,1,9422,573,9572
eoaueoa,8,9,9,0,0,1,10572,599,10572
eoaueoa,9,10,10,0,0,1,11572,600,11572
eoaueoa,10,12,12,1,0,0,12572,600,12572
