subnum,maze,event,move,pos,x,y,abstime
116,maze,MOVE,[1, 2],880,435,3217
116,maze,MOVE,[1, 3],960,435,3394
116,maze,MOVE,[1, 4],1040,435,3543
116,maze,MOVE,[2, 4],1040,515,3720
116,maze,MOVE,[3, 4],1040,595,3903
116,maze,MOVE,[3, 5],1120,595,4032
116,maze,MOVE,[4, 5],1120,675,4125
116,maze,MOVE,[5, 5],1120,755,4332
116,JSON Object,MOVE,[2, 1],773,230,5410
116,JSON Object,MOVE,[3, 1],773,256,5588
116,JSON Object,MOVE,[3, 2],800,256,5790
116,JSON Object,MOVE,[3, 3],826,256,5979
116,JSON Object,MOVE,[3, 4],853,256,6153
116,JSON Object,MOVE,[3, 5],880,256,6347
116,JSON Object,MOVE,[3, 6],906,256,6525
116,JSON Object,MOVE,[3, 7],933,256,6731
116,JSON Object,MOVE,[4, 7],933,283,6984
116,JSON Object,MOVE,[4, 8],959,283,7212
116,JSON Object,MOVE,[5, 8],959,310,7351
116,JSON Object,MOVE,[5, 9],986,310,7839
116,JSON Object,MOVE,[5, 10],1013,310,8018
116,JSON Object,MOVE,[5, 11],1040,310,8173
116,JSON Object,MOVE,[6, 11],1040,336,8273
116,JSON Object,MOVE,[7, 11],1040,363,8583
116,JSON Object,MOVE,[6, 11],1040,336,8878
116,JSON Object,MOVE,[5, 11],1040,310,9316
116,JSON Object,MOVE,[5, 10],1013,310,9436
116,JSON Object,MOVE,[4, 10],1013,283,9545
116,JSON Object,MOVE,[4, 10],1013,283,9658
116,JSON Object,MOVE,[5, 10],1013,310,9868
116,JSON Object,MOVE,[5, 9],986,310,10039
116,JSON Object,MOVE,[5, 8],959,310,10233
116,JSON Object,MOVE,[5, 8],959,310,10390
116,JSON Object,MOVE,[6, 8],959,336,10471
116,JSON Object,MOVE,[6, 7],933,336,10626
116,JSON Object,MOVE,[6, 7],933,336,10819
116,JSON Object,MOVE,[6, 7],933,336,11000
116,JSON Object,MOVE,[7, 7],933,363,11112
116,JSON Object,MOVE,[7, 6],906,363,11239
116,JSON Object,MOVE,[6, 6],906,336,11436
116,JSON Object,MOVE,[6, 5],880,336,11559
116,JSON Object,MOVE,[7, 5],880,363,11721
116,JSON Object,MOVE,[6, 5],880,336,12693
116,JSON Object,MOVE,[6, 4],853,336,12817
116,JSON Object,MOVE,[6, 4],853,336,13023
116,JSON Object,MOVE,[7, 4],853,363,13132
116,JSON Object,MOVE,[8, 4],853,390,13344
116,JSON Object,MOVE,[8, 3],826,390,13438
116,JSON Object,MOVE,[9, 3],826,416,13581
116,JSON Object,MOVE,[9, 2],800,416,13699
116,JSON Object,MOVE,[10, 2],800,443,13793
116,JSON Object,MOVE,[11, 2],800,470,14003
116,JSON Object,MOVE,[12, 2],800,496,14185
116,JSON Object,MOVE,[12, 3],826,496,14392
116,JSON Object,MOVE,[12, 3],826,496,14560
116,JSON Object,MOVE,[13, 3],826,523,14670
116,JSON Object,MOVE,[14, 3],826,549,14852
116,JSON Object,MOVE,[15, 3],826,576,15023
116,JSON Object,MOVE,[15, 4],853,576,15184
116,JSON Object,MOVE,[15, 5],880,576,15396
116,JSON Object,MOVE,[15, 5],880,576,15573
116,JSON Object,MOVE,[14, 5],880,549,15648
116,JSON Object,MOVE,[14, 6],906,549,15801
116,JSON Object,MOVE,[14, 7],933,549,15951
116,JSON Object,MOVE,[13, 7],933,523,16094
116,JSON Object,MOVE,[13, 8],959,523,16235
116,JSON Object,MOVE,[13, 9],986,523,16397
