subnum,trial,trial_type,correct1,correct2,response1,response2,num_correct,both_correct,start_time,complete_time,rt,timestamp
1616,p4,practice,1,3,NA,NA,0,0,4979,19955,14976,Thu Nov  6 10:34:28 2025
1616,p4,practice,1,3,1,NA,1,0,4282,19272,14990,Thu Nov  6 10:37:10 2025
