subnum,trial,trial_type,correct1,correct2,response1,response2,num_correct,both_correct,start_time,complete_time,rt,timestamp
16117,p4,practice,1,3,NA,NA,0,0,3559,33526,29967,Thu Nov  6 10:30:10 2025
16117,t11,test,3,4,2,1,0,0,42660,46665,4005,Thu Nov  6 10:30:23 2025
16117,t12,test,2,3,3,2,2,1,46672,48068,1396,Thu Nov  6 10:30:24 2025
16117,t13,test,1,2,2,1,2,1,48074,49685,1611,Thu Nov  6 10:30:26 2025
