subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
1111,PRACTICE,9,9,9,712,929,1206,2135,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
