subnum,block,trial,blocktrial,deadline,usetimer,l1,l2,x1,y1,x2,y2,toolong,resp,corr,rt,time0
1314,1,1,1,10000,1,112,117,918,484,999,481,0,<rshift>,1,1487,6050
1314,1,2,2,10000,1,116,111,918,482,1000,484,0,<lshift>,1,914,8046
1314,1,3,3,10000,1,112,110,921,489,1000,480,0,<lshift>,1,1260,9467
1314,1,4,4,10000,1,112,113,919,485,1001,482,0,<rshift>,1,1299,11236
1314,1,5,5,10000,1,113,111,921,488,1002,479,0,<lshift>,1,2691,13043
1314,1,6,6,10000,1,112,113,919,486,999,481,0,<lshift>,0,2804,16244
1314,1,7,7,10000,1,118,114,919,481,1001,483,0,<lshift>,1,1240,19558
1314,1,8,8,10000,1,112,110,922,485,998,484,0,<rshift>,0,1273,21307
1314,1,9,9,10000,1,117,114,920,480,1000,484,0,<lshift>,1,1170,23090
1314,1,10,10,10000,1,119,118,918,480,1001,481,0,<lshift>,1,1287,24769
1314,1,11,11,10000,1,110,119,921,484,999,481,0,<rshift>,1,578,26568
1314,1,12,12,10000,1,118,120,922,477,1000,484,0,<rshift>,1,905,27658
1314,1,13,13,10000,1,118,120,920,478,1001,483,0,<rshift>,1,1326,29075
1314,1,14,14,10000,1,115,119,918,485,998,477,0,<rshift>,1,1414,30911
1314,1,15,15,10000,1,112,120,920,479,1001,485,0,<rshift>,1,1292,32834
