subnum,timestamp,KSS,KSSTime,reading,tv,public,passenger,lyingdown,talking,afterlunch,incar,average,totaltime
1515,Sun Nov  2 20:41:36 2025,1,NA,NA,NA,NA,NA,NA,NA,NA15.441
