sub,trial,size,shortest,startlab,endlab,startconf,endconf,success,tries,score,steps,roundstart,starttime,firsttime,time
15151,1,3,-1,0,0,|3|1|2|,|2|31||,1,1,3,10,6452,6500,1488,12206
