subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
1161,PRACTICE,9,9,9,673,807,1106,1913,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
