subnum,maze,event,move,pos,x,y,abstime
6116,maze,MOVE,[1, 2],880,435,10567
6116,maze,MOVE,[1, 3],960,435,10783
6116,maze,MOVE,[1, 4],1040,435,11245
6116,maze,MOVE,[2, 4],1040,515,11400
6116,maze,MOVE,[3, 4],1040,595,11589
6116,maze,MOVE,[3, 5],1120,595,11860
6116,maze,MOVE,[4, 5],1120,675,12029
6116,maze,MOVE,[5, 5],1120,755,12216
6116,maze,MOVE,[1, 2],880,435,4906
6116,maze,MOVE,[1, 3],960,435,5089
6116,maze,MOVE,[1, 4],1040,435,5240
6116,maze,MOVE,[2, 4],1040,515,5420
6116,maze,MOVE,[3, 4],1040,595,5595
6116,maze,MOVE,[3, 4],1040,595,5745
6116,maze,MOVE,[3, 5],1120,595,5875
6116,maze,MOVE,[4, 5],1120,675,6000
6116,maze,MOVE,[5, 5],1120,755,6171
