subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
eoauaeou,1,1,6860,1500,1500,685,NO_RESPONSE,response
eoauaeou,1,2,9045,1500,1500,719,NO_RESPONSE,response
eoauaeou,1,3,11265,2000,2000,378,NO_RESPONSE,response
eoauaeou,1,4,13644,250,250,1488,NO_RESPONSE,response
eoauaeou,1,5,15383,1250,1251,315,NO_RESPONSE,response
eoauaeou,1,6,16949,500,500,426,NO_RESPONSE,response
eoauaeou,1,7,17876,2250,2250,301,NO_RESPONSE,response
eoauaeou,1,8,20428,2000,2000,290,NO_RESPONSE,response
