pcode,timestamp,ACC_PI,ACC_PN,ACC_PC,ACC_MI,ACC_MN,ACC_MC,RT_PI,RT_PN,RT_PC,RT_MI,RT_MN,RT_MC
thth,Mon Dec  8 22:33:52 2025,0.95,0.95,0.9,0.9,1,1,817.55,659.2,527,697.2,593.4,563.4
