subnum,timestamp,KSS,KSSTime,reading,tv,public,passenger,lyingdown,talking,afterlunch,incar,average,totaltime
126126,Sun Nov  2 20:33:57 2025,1,NA,NA,NA,NA,NA,NA,NA,NA6.159
