subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
teouha,1,1,30657,1750,266,498,response,response
teouha,1,2,32905,1250,1376,366,NO_RESPONSE,response
teouha,1,3,34648,2250,2340,421,NO_RESPONSE,response
