subnum,timestamp,KSS,KSSTime,reading,tv,public,passenger,lyingdown,talking,afterlunch,incar,average,totaltime
1616,Sun Nov  2 20:32:43 2025,1,NA,NA,NA,NA,NA,NA,NA,NA6.267
