sub,trial,size,current,end,step,abstime,trialtime,clicktime,done
161,1,3,331,221,0,1975,0,0,0
161,1,3,332,221,1,3822,1847,1847,0
161,1,3,312,221,2,7662,5687,3840,0
161,1,3,311,221,3,8238,6263,576,0
161,1,3,211,221,4,9023,7048,785,0
161,1,3,212,221,5,10016,8041,993,0
161,1,3,213,221,6,10897,8922,881,0
161,1,3,223,221,7,11672,9697,775,0
161,1,3,221,221,8,12731,10756,1059,1
161,2,3,322,323,0,15566,0,0,0
