subnum,block,trial,target,targetname,forback,updown,hand,handname,resp,time1,rt,corr
oaueaeou,PRACTICE,1,-1,greencircle,1,1,-1,right,right,40612,1440,1
oaueaeou,PRACTICE,2,1,redsquare,-1,1,-1,right,right,43007,1020,1
oaueaeou,PRACTICE,3,1,redsquare,1,1,-1,right,right,44980,3251,1
oaueaeou,PRACTICE,4,1,redsquare,-1,1,1,left,left,49184,1600,1
oaueaeou,PRACTICE,5,1,redsquare,1,-1,1,left,left,51738,1471,1
oaueaeou,PRACTICE,6,-1,greencircle,1,1,1,left,left,54163,2449,1
oaueaeou,PRACTICE,7,-1,greencircle,-1,-1,-1,right,right,57565,1874,1
oaueaeou,PRACTICE,8,-1,greencircle,1,-1,-1,right,right,60392,1900,1
