subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
165161,PRACTICE,9,9,9,297,622,1251,1873,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
165161,8,37,52,41,618,1330,9048,10378,1|16|17|32|17|16|17|32|31|46|47|48|49|64|79|78|93|94|109|124|125|126|127|142|157|172|173|188|189|190|205|220|221|206|191|192|193|194|209|210|225,1|16|17|32|31|46|47|48|49|64|79|78|93|94|109|124|125|126|127|142|157|172|173|188|189|190|205|220|221|206|191|192|193|194|209|210|225
165161,PRACTICE,9,9,9,319,482,1122,1604,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
