subnum,maze,event,move,pos,x,y,abstime
165161,maze,MOVE,[1, 2],880,435,3118
165161,maze,MOVE,[1, 3],960,435,3316
165161,maze,MOVE,[1, 4],1040,435,3494
165161,maze,MOVE,[2, 4],1040,515,3684
165161,maze,MOVE,[3, 4],1040,595,3910
165161,maze,MOVE,[3, 5],1120,595,4091
165161,maze,MOVE,[4, 5],1120,675,4182
165161,maze,MOVE,[5, 5],1120,755,4367
165161,JSON Object,MOVE,[2, 1],773,230,5774
165161,JSON Object,MOVE,[2, 2],800,230,5938
165161,JSON Object,MOVE,[3, 2],800,256,6123
165161,JSON Object,MOVE,[3, 2],800,256,6145
165161,JSON Object,MOVE,[3, 2],800,256,6273
165161,JSON Object,MOVE,[2, 2],800,230,6623
165161,JSON Object,MOVE,[2, 1],773,230,6838
165161,JSON Object,MOVE,[2, 1],773,230,6867
165161,JSON Object,MOVE,[2, 1],773,230,7250
165161,JSON Object,MOVE,[2, 2],800,230,7402
165161,JSON Object,MOVE,[3, 2],800,256,7461
165161,JSON Object,MOVE,[3, 1],773,256,7699
165161,JSON Object,MOVE,[4, 1],773,283,7866
165161,JSON Object,MOVE,[4, 2],800,283,8034
165161,JSON Object,MOVE,[4, 3],826,283,8254
165161,JSON Object,MOVE,[4, 4],853,283,8619
165161,JSON Object,MOVE,[5, 4],853,310,8762
165161,JSON Object,MOVE,[6, 4],853,336,8937
165161,JSON Object,MOVE,[6, 4],853,336,9122
165161,JSON Object,MOVE,[6, 4],853,336,9300
165161,JSON Object,MOVE,[6, 3],826,336,9528
165161,JSON Object,MOVE,[7, 3],826,363,9660
165161,JSON Object,MOVE,[7, 4],853,363,9859
165161,JSON Object,MOVE,[8, 4],853,390,9935
165161,JSON Object,MOVE,[8, 4],853,390,10035
165161,JSON Object,MOVE,[9, 4],853,416,10119
165161,JSON Object,MOVE,[9, 5],880,416,10371
165161,JSON Object,MOVE,[9, 6],906,416,10563
165161,JSON Object,MOVE,[9, 7],933,416,10722
165161,JSON Object,MOVE,[10, 7],933,443,10813
165161,JSON Object,MOVE,[11, 7],933,470,11006
165161,JSON Object,MOVE,[12, 7],933,496,11203
165161,JSON Object,MOVE,[12, 8],959,496,11720
165161,JSON Object,MOVE,[13, 8],959,523,11910
165161,JSON Object,MOVE,[13, 9],986,523,12076
165161,JSON Object,MOVE,[13, 10],1013,523,12285
165161,JSON Object,MOVE,[14, 10],1013,549,12537
165161,JSON Object,MOVE,[14, 10],1013,549,12708
165161,JSON Object,MOVE,[14, 10],1013,549,12883
165161,JSON Object,MOVE,[15, 10],1013,576,12946
165161,JSON Object,MOVE,[15, 11],1040,576,13127
165161,JSON Object,MOVE,[14, 11],1040,549,13252
165161,JSON Object,MOVE,[13, 11],1040,523,13497
165161,JSON Object,MOVE,[13, 12],1066,523,13713
165161,JSON Object,MOVE,[13, 13],1093,523,13889
165161,JSON Object,MOVE,[13, 13],1093,523,14030
165161,JSON Object,MOVE,[13, 14],1120,523,14179
165161,JSON Object,MOVE,[13, 14],1120,523,14340
165161,JSON Object,MOVE,[14, 14],1120,549,14441
165161,JSON Object,MOVE,[14, 15],1146,549,14654
165161,JSON Object,MOVE,[15, 15],1146,576,14820
165161,maze,MOVE,[1, 2],880,435,4438
165161,maze,MOVE,[1, 3],960,435,4618
165161,maze,MOVE,[1, 4],1040,435,4778
165161,maze,MOVE,[2, 4],1040,515,4915
165161,maze,MOVE,[3, 4],1040,595,5094
165161,maze,MOVE,[3, 5],1120,595,5258
165161,maze,MOVE,[4, 5],1120,675,5404
165161,maze,MOVE,[5, 5],1120,755,5557
