subNum,trial,stim,wordlength,abstime,type,response,time1,time2,correct,keystrokes,mistakes
333,1,SIVLEREKAB,10,24978,1,SIVLEREKAB,645,3286,1,14,2
333,2,RECKLESS,8,27153,0,RECKLESS,993,1173,1,8,0
333,3,SIVLEREKAB,10,30522,1,SIVLEREKAB,842,2517,1,10,0
333,4,STOCKING,8,32313,0,STOCKING,813,971,1,8,0
333,5,RECORD,6,33595,0,RECORD,675,601,1,6,0
333,6,SIVLEREKAB,10,36761,1,SIVLEREKAB,708,2450,1,10,0
333,7,SIVLEREKAB,10,39878,1,SIVLEREKAB,784,2324,1,10,0
333,8,SIVLEREKAB,10,42860,1,SIVLEREKAB,657,2315,1,10,0
333,9,FOREHEAD,8,44906,0,FOREHEAD,839,1198,1,8,0
333,10,ENGINE,6,46143,0,ENGINE,633,595,1,6,0
333,1,FBAMGPEL,8,42491,1,FBAMGPEL,769,2593,1,10,1
333,2,FBAMGPEL,8,45246,1,FBAMGPEL,670,2076,1,8,0
333,3,PURCHASE,8,46801,0,PURCHASE,746,801,1,8,0
333,4,FBAMGPEL,8,49295,1,FBAMGPEL,720,1765,1,8,0
333,5,FBAMGPEL,8,52159,1,FBAMGPEL,1006,1849,1,8,0
333,6,SOUTHERN,8,53840,0,SOUTHERN,681,990,1,8,0
333,7,TWILIGHT,8,55507,0,TWILIGHT,615,1046,1,8,0
333,8,FAITHFUL,8,57330,0,FAITHFUL,784,1030,1,8,0
333,9,FBAMGPEL,8,59911,1,FBAMGPEL,868,1703,1,8,0
333,10,DISTINCT,8,61942,0,DISTINCT,655,1366,1,8,0
333,11,DAYLIGHT,8,63649,0,DAYLIGHT,621,1078,1,8,0
333,12,FBAMGPEL,8,66613,1,FBAMGPEL,1362,1593,1,8,0
333,13,FBAMGPEL,8,69758,1,FBAMGPEL,976,2159,1,8,0
333,14,PRESSURE,8,71724,0,PRESSURE,1068,887,1,8,0
333,15,FBAMGPEL,8,73939,1,FBAMGPEL,722,1485,1,8,0
333,16,KINDNESS,8,75781,0,KINDNESS,721,1113,1,8,0
333,17,FBAMGPEL,8,78257,1,FBAMGPEL,745,1722,1,8,0
333,18,FBAMGPEL,8,81111,1,FBAMGPEL,542,2303,1,8,0
333,19,LUNCHEON,8,83061,0,LUNCHEON,693,1245,1,8,0
333,20,FAREWELL,8,85357,0,FAREWELL,697,1590,1,8,0
333,21,RESEARCH,8,87280,0,RESEARCH,596,1322,1,8,0
333,22,FBAMGPEL,8,89904,1,FBAMGPEL,611,2005,1,8,0
333,23,FBAMGPEL,8,92101,1,FBAMGPEL,604,1586,1,8,0
333,24,FBAMGPEL,8,94318,1,FBAMGPEL,573,1633,1,8,0
333,25,FBAMGPEL,8,96790,1,FBAMGPEL,539,1923,1,8,0
333,26,DECREASE,8,98303,0,DECREASE,631,871,1,8,0
333,27,FBAMGPEL,8,101787,1,FBAMGPEL,716,2759,1,10,1
333,28,COMPLETE,8,103666,0,COMPLETE,709,1160,1,8,0
333,29,FBAMGPEL,8,106470,1,FBAMGPEL,1160,1636,1,8,0
333,30,EXCHANGE,8,108830,0,EXCHANGE,655,1696,1,12,2
333,31,SENTENCE,8,110286,0,SENTENCE,674,770,1,8,0
333,32,PRACTICE,8,112884,0,PRACTICE,726,1862,1,10,1
333,33,FBAMGPEL,8,116973,1,FBAMGPEL,1033,3045,1,10,1
333,34,MISCHIEF,8,119080,0,MISCHIEF,804,1293,1,8,0
333,35,FBAMGPEL,8,121484,1,FBAMGPEL,793,1608,1,8,0
333,36,FBAMGPEL,8,123817,1,FBAMGPEL,551,1772,1,8,0
333,37,FBAMGPEL,8,126313,1,FBAMGPEL,838,1648,1,8,0
333,38,ACQUAINT,8,128934,0,ACQUAINT,674,1938,1,8,0
333,39,CONCLUDE,8,132484,0,CONCLUDE,1070,2469,1,12,2
333,40,FOUNTAIN,8,135033,0,FOUNTAIN,1073,1467,1,10,1
