subnum,trial,targ,foil,time,delay,resp,corr,mask,presstart,respend,prestime,rt
11,1,s,o,9450,120,right,1,*&?,9651,11001,120,1127
11,2,o,e,11451,278,left,1,#@/,11652,12422,278,390
11,3,n,d,13452,147,right,0,?#@,13653,14421,147,520
11,4,s,d,15453,248,left,0,*\%,15653,16516,248,514
11,5,o,g,17454,120,right,0,*\/,17654,18365,120,490
11,6,n,d,19455,123,left,0,#$*,19655,21239,123,1360
11,7,d,e,21456,282,<timeout>,0,#?&,21657,23540,282,1500
