subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
wmt,1,1,2831,1000,1098,590,NO_RESPONSE,response
wmt,1,2,4669,1250,1251,306,NO_RESPONSE,response
wmt,1,3,6377,1000,1001,361,NO_RESPONSE,response
wmt,1,4,7889,1250,1250,147,NO_RESPONSE,response
wmt,1,5,9437,2000,2001,281,NO_RESPONSE,response
