subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
15161,PRACTICE,9,9,9,492,716,1469,2185,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
