subnum,type,block,congruency,trial,stim,resp,corr,rt,tooslow
eutaoheu,practice,0,1,1,3,left,0,172,0
eutaoheu,practice,0,0,2,5,-1,0,3000,1
eutaoheu,practice,0,-1,3,4,-1,0,3000,1
