subnum,trial,ticker,sec,skip,resp,corr,starttime,rt,curtime
tahue,1,1,1,0,0,1,3090,1118,3090
tahue,2,2,2,0,0,1,4090,600,4090
tahue,3,3,3,0,1,0,4922,432,5090
tahue,4,4,4,0,0,1,6090,600,6090
tahue,5,5,5,0,1,0,6615,125,7090
tahue,6,6,6,0,0,1,8213,723,8213
tahue,7,7,7,0,0,1,9213,600,9213
