subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
uaueoau,1,1,1387,2250,2251,0,NO_RESPONSE,<timeout>
uaueoau,1,2,3639,1250,1250,0,NO_RESPONSE,<timeout>
