subNum,trial,stim,wordlength,abstime,type,response,time1,time2,correct,keystrokes,mistakes
33,1,CIQOSIGY,8,12910,1,CIQOSIGY,691,3529,1,8,0
33,2,CONTRACT,8,14512,0,CONTRACT,630,966,1,8,0
33,3,CIQOSIGY,8,18880,1,CIQOSIGY,632,3727,1,10,1
33,4,SEPARATE,8,20612,0,SEPARATE,713,1012,1,8,0
33,5,INSTRUCT,8,23218,0,INSTRUCT,707,1891,1,8,0
33,6,FAITHFUL,8,25584,0,FAITHFUL,730,1628,1,10,1
33,7,CIQOSIGY,8,27983,1,CIQOSIGY,614,1775,1,8,0
33,8,MISTRESS,8,29547,0,MISTRESS,652,901,1,8,0
33,9,CHAIRMAN,8,31832,0,CHAIRMAN,636,1640,1,10,1
33,10,CIQOSIGY,8,34187,1,CIQOSIGY,626,1720,1,8,0
33,11,SOUTHERN,8,37926,0,SOUTHERN,604,3124,1,18,5
33,12,CIQOSIGY,8,40430,1,CIQOSIGY,684,1810,1,8,0
33,13,MOISTURE,8,42076,0,MOISTURE,646,991,1,8,0
33,14,JUDGMENT,8,44212,0,JUDGMENT,789,1338,1,8,0
33,15,PROMPTLY,8,49283,0,PROMPTLY,771,4291,1,22,7
33,16,CIQOSIGY,8,51719,1,CIQOSIGY,642,1786,1,8,0
33,17,DISTINCT,8,54094,0,DISTINCT,715,1652,1,8,0
33,18,COMPLAIN,8,55613,0,COMPLAIN,617,891,1,8,0
33,19,INSTINCT,8,58406,0,INSTINCT,692,2092,1,10,1
33,20,CIQOSIGY,8,61061,1,CIQOSIGY,702,1943,1,8,0
33,21,CIQOSIGY,8,63705,1,CIQOSIGY,718,1915,1,8,0
33,22,CIQOSIGY,8,66669,1,CIQOSIGY,1514,1442,1,8,0
33,23,DISSOLVE,8,68349,0,DISSOLVE,675,997,1,8,0
33,24,CIQOSIGY,8,70715,1,CIQOSIGY,796,1562,1,8,0
33,25,CIQOSIGY,8,73359,1,CIQOSIGY,691,1944,1,8,0
33,26,CIQOSIGY,8,75917,1,CIQOSIGY,661,1889,1,8,0
33,27,CIQOSIGY,8,79124,1,CIQOSIGY,916,2283,1,8,0
33,28,RECKLESS,8,81128,0,RECKLESS,783,1210,1,8,0
33,29,DISTRESS,8,83189,0,DISTRESS,820,1233,1,8,0
33,30,CIQOSIGY,8,85221,1,CIQOSIGY,609,1414,1,8,0
33,31,CIQOSIGY,8,87678,1,CIQOSIGY,802,1647,1,8,0
33,32,DAUGHTER,8,90322,0,DAUGHTER,849,1786,1,8,0
33,33,CIQOSIGY,8,92769,1,CIQOSIGY,592,1845,1,8,0
33,34,CIQOSIGY,8,94756,1,CIQOSIGY,651,1326,1,8,0
33,35,COMMERCE,8,96820,0,COMMERCE,625,1430,1,8,0
33,36,CIQOSIGY,8,99261,1,CIQOSIGY,618,1814,1,8,0
33,37,FRIENDLY,8,101762,0,FRIENDLY,827,1664,1,8,0
33,38,SQUIRREL,8,104023,0,SQUIRREL,745,1505,1,8,0
33,39,CIQOSIGY,8,106181,1,CIQOSIGY,657,1492,1,8,0
33,40,CIQOSIGY,8,108501,1,CIQOSIGY,638,1672,1,8,0
