subNum,block,trial,time0,delay,delay2,rt,resp1,resp2
hth,1,1,5368,750,916,466,NO_RESPONSE,response
hth,1,2,7051,2250,2251,295,NO_RESPONSE,response
hth,1,3,9898,250,251,771,NO_RESPONSE,response
hth,1,4,11220,1500,1501,292,NO_RESPONSE,response
hth,1,5,13314,1500,1500,294,NO_RESPONSE,response
