0,0
7,0
14,0
21,0
28,0
35,0
42,0
49,0
56,0
63,0
70,0
77,0
84,0
91,0
98,0
105,0
112,0
0,15
7,15
14,15
21,15
28,15
35,15
42,15
49,15
56,15
63,15
70,15
77,15
84,15
91,15
98,15
105,15
112,15
0,30
7,30
14,30
21,30
28,30
35,30
42,30
49,30
56,30
63,30
70,30
77,30
84,30
91,30
98,30
105,30
112,30
0,45
7,45
14,45
21,45
28,45
35,45
42,45
49,45
56,45
63,45
70,45
77,45
84,45
91,45
98,45
105,45
112,45
0,60
7,60
14,60
21,60
28,60
35,60
42,60
49,60
56,60
63,60
70,60
77,60
84,60
91,60
98,60
105,60
112,60
0,75
7,75
14,75
21,75
28,75
35,75
42,75
49,75
56,75
63,75
70,75
77,75
84,75
91,75
98,75
105,75
112,75
0,90
7,90
14,90
21,90
28,90
35,90
42,90
49,90
56,90
63,90
70,90
77,90
84,90
91,90
98,90
105,90
112,90
0,105
7,105
14,105
21,105
28,105
35,105
42,105
49,105
56,105
63,105
70,105
77,105
84,105
91,105
98,105
105,105
112,105
0,120
7,120
14,120
21,120
28,120
35,120
42,120
49,120
56,120
63,120
70,120
77,120
84,120
91,120
98,120
105,120
112,120
0,135
7,135
14,135
21,135
28,135
35,135
42,135
49,135
56,135
63,135
70,135
77,135
84,135
91,135
98,135
105,135
112,135
0,150
7,150
14,150
21,150
28,150
35,150
42,150
49,150
56,150
63,150
70,150
77,150
84,150
91,150
98,150
105,150
112,150
0,165
7,165
14,165
21,165
28,165
35,165
42,165
49,165
56,165
63,165
70,165
77,165
84,165
91,165
98,165
105,165
112,165
0,180
7,180
14,180
21,180
28,180
35,180
42,180
49,180
56,180
63,180
70,180
77,180
84,180
91,180
98,180
105,180
112,180
0,195
7,195
14,195
21,195
28,195
35,195
42,195
49,195
56,195
63,195
70,195
77,195
84,195
91,195
98,195
105,195
112,195
0,210
7,210
14,210
21,210
28,210
35,210
42,210
49,210
56,210
63,210
70,210
77,210
84,210
91,210
98,210
105,210
112,210
0,225
7,225
14,225
21,225
28,225
35,225
42,225
49,225
56,225
63,225
70,225
77,225
84,225
91,225
98,225
105,225
112,225
0,240
7,240
14,240
21,240
28,240
35,240
42,240
49,240
56,240
63,240
70,240
77,240
84,240
91,240
98,240
105,240
112,240
