Sample trial,Sample anger.JPG,AN,AN_0
Sample trial,Sample disgust.JPG,DI,DI_0
Sample trial,Sample happy.JPG,HA,HA_0
Sample trial,Sample neutral.JPG,NE,NE_0
Sample trial,Sample sad.JPG,SA,SA_0
