subnum,timestamp,adaptive,mc,totaltime,q1Resp,q1Time,q1Correct,q2Resp,q2Time,q2Correct,q3Resp,q3Time,q3Correct,q4Resp,q4Time,q4Correct,quantile
2542,Sat Nov  1 13:14:03 2025,0,0,114.207,33,7617,0,30,20399,1,20,19113,1,50,62888,1,3
