subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
11166,PRACTICE,9,9,9,305,571,1188,1759,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
