sub,trial,size,current,end,step,abstime,trialtime,clicktime,done
1161,1,3,321,332,0,1970,0,0,0
1161,1,3,323,332,1,4922,2952,2952,0
1161,1,3,322,332,2,6586,4616,1664,0
1161,1,3,321,332,3,7967,5997,1381,0
1161,1,3,331,332,4,8437,6467,470,0
1161,1,3,332,332,5,9059,7089,622,1
