Fri Sep 23 18:02:48 2016,1,20,2.6048,4,0.26,0,48.7959,1197,20011
Fri Sep 23 18:03:33 2016,2,15,0.4092,10,0.0133333,0,52.7675,1189,20008
Fri Sep 23 18:04:07 2016,3,5,0.4092,10,0.0133333,0,52.6312,1189,20017
Mon Dec 18 22:57:41 2017,1,0,1,0,0,0,23.822,1775,20007
