subnum,trial,ticker,sec,skip,resp,corr,starttime,rt,curtime
_eoa_,1,1,1,0,0,1,7060,1000,7060
_eoa_,2,3,3,1,0,0,8060,600,8060
_eoa_,3,4,4,0,0,1,9060,600,9060
_eoa_,4,5,5,0,0,1,10060,600,10060
_eoa_,5,6,6,0,0,1,11060,600,11060
