sub,trial,size,shortest,startlab,endlab,startconf,endconf,success,tries,score,steps,roundstart,starttime,firsttime,time
otuh,1,3,2,63,66,|21|3||,||32|1|,0,1,0,2,5119,5148,1646,2698
