subnum,block,trial,target,targetname,forback,updown,hand,handname,resp,time1,rt,corr
115151,PRACTICE,1,1,redsquare,1,-1,1,left,left,18741,1005,1
115151,PRACTICE,2,-1,greencircle,-1,1,-1,right,right,20700,2271,1
115151,PRACTICE,3,-1,greencircle,1,1,1,left,right,23925,795,0
