"subnum" "trial" "step" "startx" "starty" "xtrans" "ytrans" "label" "targx" "targy" "dist" "timeout" "hit" "rt"
22 0 6 793 642 1 1 "normal" 699 339 317.246 2000 1 671
22 0 7 713 346 1 1 "normal" 961 486 284.788 2000 1 1090
22 0 8 946 494 1 1 "normal" 968 786 292.828 2000 1 905
22 0 9 966 771 1 1 "normal" 927 489 284.684 2000 1 895
22 0 10 943 487 1 1 "normal" 698 296 310.654 2000 1 662
22 0 11 679 268 1 1 "normal" 963 435 329.462 2000 1 848
22 0 12 947 438 1 1 "normal" 664 419 283.637 2000 1 662
22 0 13 676 417 1 1 "normal" 842 661 295.114 2000 1 1172
22 0 14 848 657 1 1 "normal" 1128 571 292.91 2000 1 896
22 0 15 1116 573 1 1 "normal" 1123 271 302.081 2000 1 1165
22 0 16 1105 271 1 1 "normal" 823 272 282.002 2000 1 776
22 0 17 840 281 1 1 "normal" 1105 375 281.178 2000 1 714
22 0 18 1099 377 1 1 "normal" 818 464 294.16 2000 1 788
22 0 19 823 481 1 1 "normal" 1099 568 289.387 2000 1 790
22 0 20 1109 555 1 1 "normal" 827 693 313.955 2000 1 1039
22 0 21 836 682 1 1 "normal" 1099 568 286.644 2000 1 503
22 0 22 1098 578 1 1 "normal" 893 349 307.353 2000 1 719
22 0 23 903 347 1 1 "normal" 1191 388 290.904 2000 1 453
22 0 24 1175 395 1 1 "normal" 1091 671 288.5 2000 1 787
22 0 25 1100 655 1 1 "normal" 1038 375 286.782 2000 1 536
22 0 26 1033 373 1 1 "normal" 779 526 296.522 2000 1 472
22 0 27 782 520 1 1 "normal" 1047 660 299.708 2000 1 763
22 0 28 1030 656 1 1 "normal" 1062 360 297.725 2000 1 615
22 0 29 1045 357 1 1 "normal" 1173 639 309.69 2000 1 613
22 0 30 1192 644 1 1 "normal" 1250 349 300.648 2000 1 636
22 1 1 966 963 1 -1 "MODIFIED1" 772 774 270.845 2000 0 2009
22 1 2 957 734 1 -1 "MODIFIED1" 840 482 277.836 2000 0 2009
22 1 3 910 508 1 -1 "MODIFIED1" 628 270 369.009 2000 0 2003
22 1 4 761 643 1 -1 "MODIFIED1" 596 568 181.246 2000 0 2008
22 1 5 837 956 1 -1 "MODIFIED1" 806 782 176.74 2000 1 1656
22 1 6 792 298 1 -1 "MODIFIED1" 897 496 224.118 2000 1 1826
22 1 7 897 569 1 -1 "MODIFIED1" 616 388 334.248 2000 1 1321
22 1 8 620 678 1 -1 "MODIFIED1" 871 548 282.668 2000 1 1307
22 1 9 864 545 1 -1 "MODIFIED1" 1170 526 306.589 2000 0 2009
22 1 10 1192 564 1 -1 "MODIFIED1" 1059 805 275.264 2000 1 1535
22 1 11 1078 277 1 -1 "MODIFIED1" 985 515 255.525 2000 1 1651
22 1 12 999 557 1 -1 "MODIFIED1" 896 801 264.849 2000 1 1014
22 1 13 886 293 1 -1 "MODIFIED1" 1027 531 276.632 2000 1 1479
22 1 14 1015 560 1 -1 "MODIFIED1" 756 402 303.389 2000 1 1224
22 1 15 755 673 1 -1 "MODIFIED1" 1051 349 438.853 2000 1 1605
22 1 16 1046 748 1 -1 "MODIFIED1" 1178 621 183.175 2000 1 932
22 1 17 1184 474 1 -1 "MODIFIED1" 1247 329 158.095 2000 1 1362
22 1 18 1228 751 1 -1 "MODIFIED1" 1143 610 164.639 2000 1 1222
22 1 19 1144 451 1 -1 "MODIFIED1" 930 399 220.227 2000 1 955
22 1 20 930 664 1 -1 "MODIFIED1" 1148 606 225.584 2000 1 858
22 1 21 1131 476 1 -1 "MODIFIED1" 949 831 398.935 2000 1 1288
22 1 22 951 267 1 -1 "MODIFIED1" 853 547 296.655 2000 0 2003
22 1 23 847 501 1 -1 "MODIFIED1" 596 392 273.646 2000 1 1122
22 1 24 582 689 1 -1 "MODIFIED1" 681 679 99.5038 2000 1 994
22 1 25 693 416 1 -1 "MODIFIED1" 792 400 100.285 2000 1 957
22 1 26 777 672 1 -1 "MODIFIED1" 1035 576 275.282 2000 1 855
22 1 27 1044 518 1 -1 "MODIFIED1" 748 488 297.516 2000 1 1127
22 1 28 758 579 1 -1 "MODIFIED1" 999 652 251.813 2000 1 982
22 1 29 982 430 1 -1 "MODIFIED1" 1277 539 314.493 2000 1 1038
22 1 30 1261 534 1 -1 "MODIFIED1" 1142 271 288.669 2000 1 1103
22 2 1 950 998 1 -1 "MODIFIED2" 1007 243 757.149 2000 1 1386
22 2 2 1004 825 1 -1 "MODIFIED2" 1291 340 563.555 2000 1 927
22 2 3 1289 722 1 -1 "MODIFIED2" 1001 265 540.179 2000 1 1054
22 2 4 986 819 1 -1 "MODIFIED2" 1282 370 537.789 2000 1 841
22 2 5 1268 716 1 -1 "MODIFIED2" 983 398 427.023 2000 1 1296
22 2 6 966 675 1 -1 "MODIFIED2" 876 678 90.05 2000 1 1574
22 2 7 863 392 1 -1 "MODIFIED2" 731 416 134.164 2000 1 702
22 2 8 721 649 1 -1 "MODIFIED2" 1030 389 403.833 2000 1 1337
22 2 9 1014 683 1 -1 "MODIFIED2" 1321 460 379.444 2000 1 786
22 2 10 1324 615 1 -1 "MODIFIED2" 1245 750 156.416 2000 1 1610
22 2 11 1234 315 1 -1 "MODIFIED2" 1307 457 159.665 2000 0 2001
22 2 12 1258 519 1 -1 "MODIFIED2" 1007 450 260.311 2000 1 1295
22 2 13 1021 617 1 -1 "MODIFIED2" 1068 743 134.48 2000 1 1537
22 2 14 1074 353 1 -1 "MODIFIED2" 1056 444 92.7631 2000 1 1445
22 2 15 1063 618 1 -1 "MODIFIED2" 995 737 137.058 2000 0 2004
22 2 16 992 367 1 -1 "MODIFIED2" 1032 440 83.2406 2000 1 1194
22 2 17 1037 624 1 -1 "MODIFIED2" 1325 506 311.236 2000 1 1705
22 2 18 1322 590 1 -1 "MODIFIED2" 1119 288 363.886 2000 1 1183
22 2 19 1118 774 1 -1 "MODIFIED2" 1320 511 331.622 2000 1 1413
22 2 20 1328 578 1 -1 "MODIFIED2" 1044 629 288.543 2000 1 1455
22 2 21 1052 458 1 -1 "MODIFIED2" 1240 402 196.163 2000 0 2000
22 2 22 1071 507 1 -1 "MODIFIED2" 1189 698 224.511 2000 0 2004
22 2 23 1071 507 1 -1 "MODIFIED2" 1150 400 133.004 2000 0 2000
22 2 24 1071 507 1 -1 "MODIFIED2" 905 574 179.011 2000 0 2009
22 2 25 1071 507 1 -1 "MODIFIED2" 1184 463 121.264 2000 0 2000
22 2 26 1203 658 1 -1 "MODIFIED2" 884 447 382.468 2000 1 1121
22 2 27 875 649 1 -1 "MODIFIED2" 1172 529 320.326 2000 1 839
22 2 28 1158 562 1 -1 "MODIFIED2" 1148 829 267.187 2000 1 1557
22 2 29 1152 267 1 -1 "MODIFIED2" 1053 544 294.16 2000 1 1077
22 2 30 1068 530 1 -1 "MODIFIED2" 775 431 309.273 2000 1 1772
22 3 1 969 978 1 -1 "MODIFIED3" 1119 285 709.048 2000 1 1486
22 3 2 1126 811 1 -1 "MODIFIED3" 1062 580 239.702 2000 1 709
22 3 3 1053 502 1 -1 "MODIFIED3" 1351 496 298.06 2000 1 553
22 3 4 1353 595 1 -1 "MODIFIED3" 1051 476 324.6 2000 1 482
22 3 5 1049 603 1 -1 "MODIFIED3" 753 446 335.06 2000 1 595
22 3 6 766 640 1 -1 "MODIFIED3" 927 690 168.585 2000 1 909
22 3 7 910 397 1 -1 "MODIFIED3" 1190 547 317.648 2000 1 1126
22 3 8 1208 529 1 -1 "MODIFIED3" 917 423 309.705 2000 1 1109
22 3 9 929 643 1 -1 "MODIFIED3" 1052 691 132.034 2000 1 1016
22 3 10 1066 396 1 -1 "MODIFIED3" 772 800 499.652 2000 1 1007
22 3 11 762 288 1 -1 "MODIFIED3" 1072 818 614.003 2000 1 855
22 3 12 1078 273 1 -1 "MODIFIED3" 1258 582 357.605 2000 1 1722
22 3 13 1274 493 1 -1 "MODIFIED3" 1056 805 380.615 2000 1 806
22 3 14 1049 282 1 -1 "MODIFIED3" 1279 604 395.707 2000 1 1376
22 3 15 1263 472 1 -1 "MODIFIED3" 1061 810 393.761 2000 1 1126
22 3 16 1074 262 1 -1 "MODIFIED3" 1217 553 324.238 2000 1 1251
22 3 17 1203 514 1 -1 "MODIFIED3" 1241 254 262.762 2000 1 1431
22 3 18 1224 818 1 -1 "MODIFIED3" 1159 543 282.577 2000 1 707
22 3 19 1148 545 1 -1 "MODIFIED3" 966 773 291.733 2000 1 708
22 3 20 974 292 1 -1 "MODIFIED3" 925 476 190.413 2000 1 1093
22 3 21 932 599 1 -1 "MODIFIED3" 696 283 394.401 2000 1 1330
22 3 22 713 796 1 -1 "MODIFIED3" 910 493 361.411 2000 1 1190
22 3 23 895 579 1 -1 "MODIFIED3" 1018 773 229.706 2000 1 1317
22 3 24 1029 299 1 -1 "MODIFIED3" 1101 484 198.517 2000 1 1169
22 3 25 1110 580 1 -1 "MODIFIED3" 1009 770 215.177 2000 1 1159
22 3 26 1003 297 1 -1 "MODIFIED3" 849 516 267.726 2000 1 1331
22 3 27 851 572 1 -1 "MODIFIED3" 620 710 269.082 2000 1 876
22 3 28 617 368 1 -1 "MODIFIED3" 920 709 456.169 2000 1 1084
22 3 29 934 380 1 -1 "MODIFIED3" 737 472 217.424 2000 1 1752
22 3 30 752 605 1 -1 "MODIFIED3" 744 772 167.192 2000 1 1136
22 4 1 964 995 1 -1 "MODIFIED4" 755 759 315.241 2000 1 1651
22 4 2 772 319 1 -1 "MODIFIED4" 935 519 258.01 2000 1 1233
22 4 3 930 578 1 -1 "MODIFIED4" 1232 476 318.76 2000 1 745
22 4 4 1246 592 1 -1 "MODIFIED4" 995 660 260.048 2000 1 1387
22 4 5 1008 408 1 -1 "MODIFIED4" 1252 815 474.537 2000 1 1236
22 4 6 1246 275 1 -1 "MODIFIED4" 1018 627 419.39 2000 1 1010
22 4 7 1007 439 1 -1 "MODIFIED4" 1270 464 264.186 2000 1 1084
22 4 8 1278 626 1 -1 "MODIFIED4" 1173 748 160.963 2000 1 1590
22 4 9 1188 329 1 -1 "MODIFIED4" 1328 491 214.112 2000 1 1179
22 4 10 1343 579 1 -1 "MODIFIED4" 1056 618 289.638 2000 1 767
22 4 11 1074 470 1 -1 "MODIFIED4" 1193 351 168.291 2000 1 1478
22 4 12 1185 717 1 -1 "MODIFIED4" 926 488 345.72 2000 1 1098
22 4 13 914 577 1 -1 "MODIFIED4" 640 395 328.938 2000 1 1483
22 4 14 630 672 1 -1 "MODIFIED4" 835 623 210.775 2000 1 1249
22 4 15 827 475 1 -1 "MODIFIED4" 813 324 151.648 2000 1 1437
22 4 16 831 758 1 -1 "MODIFIED4" 921 604 178.37 2000 1 1136
22 4 17 912 493 1 -1 "MODIFIED4" 704 397 229.085 2000 1 880
22 4 18 712 682 1 -1 "MODIFIED4" 776 688 64.2806 2000 1 1543
22 4 19 787 378 1 -1 "MODIFIED4" 580 461 223.02 2000 1 1328
22 4 20 584 629 1 -1 "MODIFIED4" 697 737 156.311 2000 1 1386
22 4 21 693 360 1 -1 "MODIFIED4" 939 559 316.413 2000 1 1242
22 4 22 943 502 1 -1 "MODIFIED4" 666 685 331.991 2000 1 1837
22 4 23 677 401 1 -1 "MODIFIED4" 758 400 81.0062 2000 0 2002
22 4 24 766 655 1 -1 "MODIFIED4" 1023 259 472.086 2000 1 1002
22 4 25 1014 806 1 -1 "MODIFIED4" 768 416 461.103 2000 1 1015
22 4 26 765 676 1 -1 "MODIFIED4" 1026 264 487.714 2000 1 1222
22 4 27 1015 801 1 -1 "MODIFIED4" 1307 371 519.773 2000 1 1046
22 4 28 1291 713 1 -1 "MODIFIED4" 1149 626 166.532 2000 1 1564
22 4 29 1145 449 1 -1 "MODIFIED4" 870 736 397.485 2000 0 2003
22 4 30 1091 504 1 -1 "MODIFIED4" 735 468 357.816 2000 0 2000
