1515,1,1,5000,I,1,0,24564,806
1515,1,2,5000,G,1,0,29565,943
1516,1,1,5000,H,1,0,13109,2258
1616,1,1,5000,Q,1,0,16227,365
1616,1,2,5000,R,0,1,21228,-1
1616,1,3,5000,A,0,1,26229,-1
1616,1,4,5000,X,1,1,31232,375
