"subnum" "stimtype" "block" "trialtype" "trial" "condition" "stim" "dim1" "dim2" "time0" "resp1" "rt1" "corr1" "resp2" "rt2" "corr2" "tooslow"
333 4 11 "PRACTICE" -18 2 4 0 0 743316 NA 0 0 0 386 1 0
333 4 11 "TEST" 1 2 3 1 0 744867 NA 0 0 0 394 1 0
333 4 11 "TEST" 2 2 4 0 0 746091 NA 0 0 0 477 1 0
333 4 11 "TEST" 3 2 1 1 1 747758 NA 0 0 9 427 1 0
333 4 11 "TEST" 4 2 2 0 1 749079 NA 0 0 9 474 1 0
333 4 11 "TEST" 5 2 1 1 1 750367 NA 0 0 9 431 1 0
333 4 11 "TEST" 6 2 4 0 0 751715 NA 0 0 0 535 1 0
333 4 11 "TEST" 7 2 3 1 0 753354 NA 0 0 0 460 1 0
333 4 11 "TEST" 8 2 2 0 1 754749 NA 0 0 9 521 1 0
333 4 11 "TEST" 9 2 1 1 1 756492 NA 0 0 9 388 1 0
333 4 11 "TEST" 10 2 3 1 0 757950 NA 0 0 0 445 1 0
333 4 11 "TEST" 11 2 4 0 0 759517 NA 0 0 0 539 1 0
333 4 11 "TEST" 12 2 2 0 1 761066 NA 0 0 9 473 1 0
333 4 11 "TEST" 13 2 4 0 0 762419 NA 0 0 0 546 1 0
333 4 11 "TEST" 14 2 3 1 0 763779 NA 0 0 0 402 1 0
333 4 11 "TEST" 15 2 1 1 1 765177 NA 0 0 9 579 1 0
333 4 11 "TEST" 16 2 2 0 1 766843 NA 0 0 9 778 1 0
333 4 11 "TEST" 17 2 4 0 0 768489 NA 0 0 0 568 1 0
333 4 11 "TEST" 18 2 3 1 0 770222 NA 0 0 0 429 1 0
333 4 11 "TEST" 19 2 1 1 1 771670 NA 0 0 9 377 1 0
333 4 11 "TEST" 20 2 2 0 1 773276 NA 0 0 9 456 1 0
333 4 11 "TEST" 21 2 1 1 1 774578 NA 0 0 9 548 1 0
333 4 11 "TEST" 22 2 4 0 0 776094 NA 0 0 0 592 1 0
333 4 11 "TEST" 23 2 2 0 1 777896 NA 0 0 9 453 1 0
333 4 11 "TEST" 24 2 3 1 0 779320 NA 0 0 0 506 1 0
333 4 11 "TEST" 25 2 1 1 1 780949 NA 0 0 9 421 1 0
333 4 12 "PRACTICE" -25 3 3 1 0 785852 1 545 1 0 558 1 0
333 4 12 "PRACTICE" -24 3 2 0 1 787307 2 438 1 9 451 1 0
333 4 12 "PRACTICE" -23 3 1 1 1 788882 1 464 1 9 474 1 0
333 4 12 "PRACTICE" -22 3 4 0 0 790344 2 434 1 0 444 1 0
333 4 12 "PRACTICE" -21 3 1 1 1 791621 1 521 1 9 548 1 0
333 4 12 "PRACTICE" -20 3 3 1 0 793146 2 466 0 0 471 1 0
333 4 12 "PRACTICE" -19 3 2 0 1 795302 2 456 1 9 468 1 0
333 4 12 "PRACTICE" -18 3 4 0 0 796841 2 538 1 0 550 1 0
333 4 12 "TEST" 1 3 1 1 1 798353 1 417 1 9 428 1 0
333 4 12 "TEST" 2 3 2 0 1 799585 2 671 1 9 699 1 0
333 4 12 "TEST" 3 3 3 1 0 801360 1 596 1 0 642 1 0
333 4 12 "TEST" 4 3 4 0 0 803269 2 523 1 0 506 1 0
333 4 12 "TEST" 5 3 2 0 1 804922 1 475 0 9 485 1 0
333 4 12 "TEST" 6 3 1 1 1 807067 1 510 1 9 520 1 0
333 4 12 "TEST" 7 3 4 0 0 808669 2 531 1 0 534 1 0
333 4 12 "TEST" 8 3 3 1 0 810352 1 470 1 0 482 1 0
333 4 12 "TEST" 9 3 1 1 1 811861 1 548 1 9 527 1 0
333 4 12 "TEST" 10 3 4 0 0 813373 2 461 1 0 466 1 0
333 4 12 "TEST" 11 3 3 1 0 814869 1 601 1 0 614 1 0
333 4 12 "TEST" 12 3 2 0 1 816593 2 581 1 9 592 1 0
333 4 12 "TEST" 13 3 4 0 0 818458 2 567 1 0 581 1 0
333 4 12 "TEST" 14 3 3 1 0 819994 1 475 1 0 486 1 0
333 4 12 "TEST" 15 3 1 1 1 821341 1 557 1 9 656 1 0
333 4 12 "TEST" 16 3 2 0 1 822985 2 519 1 9 531 1 0
333 4 12 "TEST" 17 3 3 1 0 824568 1 480 1 0 482 1 0
333 4 12 "TEST" 18 3 1 1 1 825982 1 535 1 9 521 1 0
333 4 12 "TEST" 19 3 4 0 0 827771 2 532 1 0 530 1 0
333 4 12 "TEST" 20 3 2 0 1 829518 2 534 1 9 538 1 0
333 4 12 "TEST" 21 3 1 1 1 830894 1 584 1 9 586 1 0
333 4 12 "TEST" 22 3 2 0 1 832481 2 572 1 9 594 1 0
333 4 12 "TEST" 23 3 4 0 0 834270 2 492 1 0 490 1 0
333 4 12 "TEST" 24 3 3 1 0 835702 1 605 1 0 599 1 0
333 4 12 "TEST" 25 3 1 1 1 837401 1 527 1 9 542 1 0
