subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
16167,PRACTICE,9,9,9,340,556,1160,1716,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
