subnum,maze,event,move,pos,x,y,abstime
11111,JSON Object,MOVE,[15, 12],1066,576,355529
11111,JSON Object,MOVE,[14, 12],1066,549,355717
11111,JSON Object,MOVE,[14, 13],1093,549,355875
11111,JSON Object,MOVE,[14, 14],1120,549,356060
11111,JSON Object,MOVE,[13, 14],1120,523,356224
11111,JSON Object,MOVE,[13, 15],1146,523,356350
11111,JSON Object,MOVE,[14, 15],1146,549,356499
11111,JSON Object,MOVE,[15, 15],1146,576,356757
11111,JSON Object,MOVE,[1, 2],800,203,359432
11111,JSON Object,MOVE,[1, 3],826,203,359671
11111,JSON Object,MOVE,[1, 4],853,203,359927
11111,JSON Object,MOVE,[2, 4],853,230,360258
11111,JSON Object,MOVE,[2, 5],880,230,360495
11111,JSON Object,MOVE,[2, 6],906,230,360802
