subnum,maze,shortestpath,totalmoves,pathlength,planningtime,firstmovetime,solutiontime,totaltime,moveseq,bestseq
161616,PRACTICE,9,10,9,290,503,1227,1730,1|2|3|4|9|14|15|20|25,1|2|3|4|9|14|15|20|25
