subnum,trial,trial_type,correct1,correct2,response1,response2,num_correct,both_correct,start_time,complete_time,rt,timestamp
1515,p1,practice,1,3,1,2,1,0,4289,6627,2338,Tue Nov  4 14:36:46 2025
1515,p2,practice,2,3,2,1,1,0,9373,10654,1281,Tue Nov  4 14:36:50 2025
1515,p3,practice,1,4,2,3,0,0,11690,13243,1553,Tue Nov  4 14:36:53 2025
1515,p4,practice,1,3,1,3,2,1,14259,15674,1415,Tue Nov  4 14:36:55 2025
1515,p4,practice,1,3,2,NA,0,0,5065,20033,14968,Thu Nov  6 10:31:01 2025
