subNum,trial,stim,wordlength,abstime,type,response,time1,time2,correct,keystrokes,mistakes
999,1,FHQYCPGM,8,10886,1,FHQYCPGM,493,2645,1,8,0
999,2,PERSUADE,8,13425,0,PERSUADE,733,1800,1,10,1
999,3,FHQYCPGM,8,17049,1,FHQYCPGM,934,2684,1,8,0
999,4,DISSOLVE,8,18926,0,DISSOLVE,752,1117,1,8,0
999,5,DESCRIBE,8,20470,0,DESCRIBE,603,934,1,8,0
999,6,SOUTHERN,8,22148,0,SOUTHERN,685,984,1,8,0
999,7,NORTHERN,8,23922,0,NORTHERN,697,1066,1,8,0
999,8,PROSPECT,8,26477,0,PROSPECT,690,1857,1,12,2
999,9,FHQYCPGM,8,29873,1,FHQYCPGM,753,2634,1,8,0
999,10,FHQYCPGM,8,33138,1,FHQYCPGM,729,2528,1,8,0
999,11,DECREASE,8,34892,0,DECREASE,963,783,1,8,0
999,12,FHQYCPGM,8,38568,1,FGQYCPGM,847,2818,0,8,0
999,13,FHQYCPGM,8,42662,1,FHQYCPGM,1189,2897,1,8,0
999,14,FHQYCPGM,8,46582,1,FHQYCPGM,745,3165,1,10,1
999,15,FHQYCPGM,8,50954,1,FHQYCPGM,1065,3298,1,10,1
999,16,FHQYCPGM,8,55037,1,FHQYCPGM,947,3126,1,8,0
999,17,FHQYCPGM,8,59130,1,FHQYCPGM,692,3390,1,10,1
999,18,PROVINCE,8,61358,0,PROVINCE,819,1400,1,8,0
999,19,FHQYCPGM,8,64319,1,FGQYCPGM,750,2199,0,8,0
999,20,FHQYCPGM,8,68052,1,FHQYCPGM,824,2899,1,8,0
999,21,DISTRESS,8,69707,0,DISTRESS,742,904,1,8,0
999,22,FHQYCPGM,8,73453,1,FHQYCPGM,817,2920,1,10,1
999,23,FLOURISH,8,75456,0,FLOURISH,773,1221,1,8,0
999,24,BACKWARD,8,77215,0,BACKWARD,818,932,1,8,0
999,25,CARRIAGE,8,79251,0,CARRIAGE,690,1336,1,8,0
999,26,CAMPAIGN,8,83394,0,COMPAIGN,703,3429,0,8,0
999,27,FHQYCPGM,8,86553,1,FHQYCPGM,837,2315,1,8,0
999,28,GRACIOUS,8,89419,0,GRACIOUS,1167,1690,1,8,0
999,29,FHQYCPGM,8,92492,1,FHQYCPGM,738,2325,1,8,0
999,30,FHQYCPGM,8,95444,1,FHQYCPGM,594,2347,1,8,0
999,31,FHQYCPGM,8,98729,1,FHQYCPGM,756,2520,1,8,0
999,32,FHQYCPGM,8,102622,1,FHQYCPGM,579,3305,1,10,1
999,33,FHQYCPGM,8,106559,1,FHQYCPGM,903,3025,1,10,1
999,34,FHQYCPGM,8,109969,1,FHQYCPGM,679,2720,1,8,0
999,35,PRESERVE,8,111947,0,PRESERVE,748,1219,1,8,0
999,36,SICKNESS,8,113773,0,SICKNESS,733,1082,1,8,0
999,37,DAYLIGHT,8,115592,0,DAYLIGHT,747,1065,1,8,0
999,38,FRIENDLY,8,117482,0,FRIENDLY,788,1094,1,8,0
999,39,CLOTHING,8,118864,0,CLOTHING,612,762,1,8,0
999,40,KINDNESS,8,120742,0,KINDNESS,708,1159,1,8,0
